αs,Ω1,chi2/dof,μS,μJ,νS,νJ
0.1200315615384575,0.06682491881594722,0.6836240558541248,1.2735169854993433,1.6515387485120043,0.932938062781898,1.001122172680362
0.1170017665371296,0.1333834561465794,0.46468576553592805,1.2869206624188245,1.3157476031292856,0.7166565834640429,0.6276599986272485
0.11882824364348461,0.08296653522058682,0.6260312478046924,0.7573628531368264,1.1232727339101445,0.658971482651035,1.044532564740591
0.12218330537824275,0.004662244110439352,0.9543544889816039,0.8161613217956756,1.099332147449545,1.4140881076250849,1.888844505456968
0.11856780504339715,0.08936337868151044,0.6036674175822488,1.422962795026606,1.0375457637326155,1.715440585768266,0.9868930095237667
0.11562048490334881,0.1468616601190614,0.429007590534317,0.707625909762227,0.6468393766271568,1.1865818443651956,0.703362370163974
0.1161694791522443,0.1328231744289063,0.46711922829905744,0.7874372504620618,0.6309433795260864,0.6972396672956377,0.7974379204665396
0.12234825139275897,0.011147237601760184,0.9385281189248742,0.8102460501962762,0.6171537074441004,1.4035513695964985,1.954083183307168
0.12132403174875142,0.035572604373513936,0.8110044564203155,1.0759244298045598,1.7510042645934965,0.9520559187962464,1.2806384043284522
0.1163827739480831,0.1497253913320902,0.419198888855009,1.8390426352678395,1.3398138754719473,0.9953045042826585,0.5241004847545088
0.1191929067244314,0.0936734832423978,0.5836685426211193,1.891770232794396,1.983924554382524,1.137340577106056,0.7015223741435929
0.12286896094316382,0.01284893921482009,0.952358587559659,0.9115178239739458,0.5636740848425359,1.3117024569142308,1.9911003316234928
0.11725424784743024,0.1117042850265567,0.5297731987058751,0.6301501861036067,0.8111723782945612,0.6585222543680059,0.9046783269970199
0.11890755609809443,0.07807451176242616,0.6430693014848468,0.5790771796099992,0.9633733889174955,0.7441833442636687,1.1289457469668878
0.121428446011261,0.026445593427509167,0.8527515064348502,1.5200972966371653,1.219279764594602,1.522552948365872,1.5238916166428762
0.11547581270586728,0.15293515633862365,0.4134540630104434,0.953876894583051,0.7640257946878375,0.7236991174011971,0.646167569081076
0.11780351591409065,0.09840598156566573,0.5721736035056042,1.1888567518193613,0.6320110752276139,0.77928664023262,1.0253699116920765
0.12287405777944105,-0.005600929998953626,1.0073121179252846,1.172426351804182,1.5193414286680702,1.768214156732553,1.8660602826827948
0.12379229164062952,-0.022281820059596752,1.0957932248276434,1.7111793509567867,1.8544597033571026,1.0441027477959302,1.9537340043639213
0.11659545002602087,0.14779261824114343,0.4237490920064544,0.9763471780985848,1.631844272254766,0.7159417413992017,0.5091170053899222
0.1188244774097095,0.07754768335674522,0.6443928932816608,0.665098438391795,0.8863250024566699,0.7702156228257541,1.157097252181511
0.11873827427614413,0.07834754295587253,0.6419267973642547,0.7244617656151686,0.6490786777222703,1.1528558886852474,1.2009571159438033
0.11749485403329235,0.10831801123290023,0.54029305847635,1.1516735951162769,0.8303576523899807,0.6114202638672516,0.9063871606462008
0.12071202005547783,0.03625730631988798,0.8075912304307812,0.6439107331971228,0.915637373333583,1.0588683469836095,1.5526790674942914
0.1224265525024243,0.002443640901511502,0.9664218620329101,0.892244371347769,1.3432701302225594,1.217696915828085,1.8317877185413138
0.11762237300373733,0.10480240498595852,0.5513518596439453,1.4810372883314677,0.7731219342944893,1.104898803465162,0.934279828697127
0.11641245728992648,0.1448582029163103,0.4335488235071575,1.144258451333776,1.2354486561007993,1.0582552340916935,0.5877413106007133
0.1224168267533477,0.006989701276604696,0.9439577068712011,1.7517120574729161,1.3966702325679985,1.2194301905674727,1.6717114381044618
0.12125089967707507,0.02254778173085159,0.8681994520996748,0.9185352856800814,0.8498343270238344,1.5305013136746881,1.7397687909641608
0.120922349775351,0.032974455625085664,0.8229764533463496,0.5842364378941707,1.023908810336573,0.8163288255405929,1.5646072921991578
0.11713215588393619,0.11225093780923276,0.5276196806050494,0.6042621808890911,0.6713924742026017,0.7411173988647957,0.9280070711374455
0.11503678737182366,0.1622755954517538,0.3901501754325193,0.5355466691826128,0.7833846491987706,0.5070057446453463,0.6022244470509525
0.11536186065682247,0.15012729875990874,0.42028080185676814,0.5674276918477053,0.6002518085160469,0.6144319143533482,0.7002383497627245
0.11943770638929113,0.07431267346470845,0.6565656067652673,1.7818235378932505,1.210877139293191,1.6457749656789877,1.0301033589556483
0.12228786296204426,0.012999476161933246,0.9144407610923228,1.4061095525820577,1.712144940379511,0.933623043182597,1.5260236263482456
0.11807805001861661,0.09202444984900082,0.5937129277838966,0.8178532809012156,0.6717902534506842,1.2150698255103765,1.0817155589898468
0.1178851267557712,0.11568511391857086,0.5162100679113624,1.1621259523821792,1.5132478398142326,0.8778068855804023,0.6928855273781849
0.11527132178446757,0.15969002532282128,0.39636854802726323,1.1030772294109963,0.8052527037978064,0.7693024529362025,0.597282580978001
0.12253323969703662,-0.0015731729489640851,0.9868206768407991,1.262189252129273,1.1730311951964083,1.5446822191746106,1.9304119475896242
0.11677889641616471,0.14437376329609078,0.43237439880896344,0.9550564749689068,1.7004180776459807,0.9133502039359734,0.5139157831359136
0.11768475688845509,0.10234410318686234,0.5588221388206562,1.2481903418578246,0.7546876629812036,0.6479228237741189,0.9636236881976421
0.11856463168330392,0.08248284942487852,0.6263979455805185,1.1840542027544103,0.7698369287378684,0.8829036283396857,1.1263747375864923
0.1142435254698928,0.1764260035035796,0.35663734260932,0.6549850865928568,0.6415161643103514,0.553884778006142,0.5554518405106059
0.12298199300970698,-0.004456507764582048,1.0013305527215262,1.6890415486245511,1.5804243097775643,1.0421286277187904,1.770007946896174
0.11623477500777236,0.13234149205745896,0.46953202413100825,1.0534130590884487,0.5285264017326766,0.6991301459849915,0.8131796123429059
0.11502655265993526,0.15890688543185874,0.3984650338241707,0.5792180747995228,0.5343608277970968,0.9880237616494623,0.6554615289681999
0.12198387237397892,0.012395288032940316,0.9181214937347079,1.3014252305513723,1.2062056632327802,1.0988258517478209,1.7222377230588661
0.11941591056859993,0.08430657939340977,0.6182506695943389,1.070129313338749,1.8770250313592967,0.6888750201404541,0.8226427518291173
0.11824861077918099,0.11237470792346221,0.5246487053067835,1.4600781224551098,1.767927432784251,0.7635701928991551,0.6508567506625608
0.11488161667073957,0.16354996442576156,0.3867932480679294,0.5282163878131872,0.6714997472054647,0.625552532052921,0.6115544376696667
0.11880376864202663,0.0858249174629631,0.6159699307291555,1.013839201277487,1.165755886749366,0.8427803016773621,0.9964664277305998
0.12320810346725747,-0.006887493236709429,1.012558937520215,1.9054714840915539,1.825085941517365,1.2176349951109082,1.697854933905371
0.11451024494946364,0.17716508955636548,0.35472367859047793,0.6544775371218399,0.7861376232813467,0.9900147191287816,0.5178239753417577
0.12238103503651981,0.01232804308862353,0.9167641250616957,1.997859620282833,1.671248426988942,1.0973871209092718,1.4903995309756553
0.12028406391883661,0.04642625004268618,0.7669278501704184,0.6897870077646928,0.6512968720524678,1.031898922534766,1.5118980498922487
0.11996236361268459,0.06924495074102939,0.673752382693509,1.2684577869079525,1.7396795055564425,1.501112237783079,0.9587571201395012
0.11757350017679996,0.10589798375049092,0.5483338773821611,0.9853343251515914,0.8295037375872065,0.9385532084748568,0.9340308651681368
0.11628696427194388,0.13736659988382505,0.45466284127472273,1.3381776915188401,0.8377383068034311,0.8853441442764719,0.7077065379357931
0.121844399265545,0.025606940406261432,0.8545231647454022,1.5225515234742275,1.843233831747265,1.3553136851994654,1.3252691451900285
0.12219858764904573,0.00919927916875205,0.9404100957578582,1.2583428675267223,0.6619985763073786,1.6354419250932009,1.944273818521076
0.11458384719980826,0.16675869633384746,0.3790433721595527,0.6467967414312118,0.5688169157263023,0.6145717142878881,0.6158135994015892
0.11924724926536417,0.09254382979157731,0.5873855521878443,1.9213443978140474,1.9906620623703124,1.305995623136778,0.7035174450756467
0.11957548615329082,0.06453055687973357,0.6932042121783697,0.7430132343999633,1.0155716714212537,1.4626975427915396,1.2245081953640935
0.1215716500028109,0.01726531405311001,0.8920242968426042,1.6210702819179637,0.8139105058945273,1.0308827875686684,1.756239947489091
0.1178690026108487,0.09909916747030914,0.5735902857086812,0.9580343441568328,0.5631458036236568,1.4707692393281382,1.054144716819431
0.11929640627447356,0.06486996424549983,0.6908402891578124,0.8207080400884033,0.7598473494383692,0.8728144672103211,1.304685433946487
0.11582339560445729,0.14138708970689584,0.4436403651743737,0.6135757926938212,0.5847091324597563,0.9588622030005964,0.7477091368393453
0.12125817147356022,0.03019848043833158,0.8359385075688247,0.8322494346867374,1.3470933848892703,0.8270137729763757,1.486241326927851
0.12202609915111935,0.01868022838374109,0.9044000223502507,1.1801073566580542,0.6070611042989037,1.911206315219049,1.861490294051546
0.12288876503124889,0.03264272329001883,0.8940441039040888,0.8887950059604653,0.5024397218271324,1.6111249387620954,1.855942461658447
0.11972111798863669,0.057518443567382754,0.7207719645915794,1.4179960318877,0.7101342325341,1.6393007379381124,1.3626877962357948
