αs,params,chi2/dof,ratios,ratios_list
0.11709033519532563,[-0.10140936  0.57249936],1.1892562560567101,,"{'μS_ratio': 1.628892873852253, 'μJ_ratio': 1.7155913340401907, 'νS_ratio': 1.1994500595118744, 'νJ_ratio': 1.5831103392818897, 'μH_ratio': 0.9770591718319013, 'bmax_ratio': 0.9156158964393413}"
0.11693743636876673,[-0.10709391  0.54170313],1.1905066942423812,,"{'μS_ratio': 0.9802977563347328, 'μJ_ratio': 0.6483057249563691, 'νS_ratio': 1.057958093490441, 'νJ_ratio': 1.333962958759142, 'μH_ratio': 0.8862578833711872, 'bmax_ratio': 1.426987844043711}"
0.11665320922162947,[-0.10113682  0.54504141],1.1580209618483595,,"{'μS_ratio': 0.7047349900556877, 'μJ_ratio': 0.5205611074837043, 'νS_ratio': 0.5205105573156263, 'νJ_ratio': 0.70833525267194, 'μH_ratio': 0.5544783461311042, 'bmax_ratio': 0.953086775279374}"
0.11684264777510861,[-0.10085031  0.55336675],1.1735612176491612,,"{'μS_ratio': 1.482581578381125, 'μJ_ratio': 0.954228174239124, 'νS_ratio': 1.3602955608455116, 'νJ_ratio': 1.300994130768764, 'μH_ratio': 1.540773862816629, 'bmax_ratio': 1.1664573654422605}"
0.11627968772318754,[-0.03413629  0.56886632],1.172774658397738,,"{'μS_ratio': 1.8961250496249216, 'μJ_ratio': 1.0386589678364835, 'νS_ratio': 1.8385099293642466, 'νJ_ratio': 1.837630399890819, 'μH_ratio': 0.5940667652405521, 'bmax_ratio': 0.7363576221540372}"
0.11614345040468468,[-0.08969677  0.58661466],1.1641818849971386,,"{'μS_ratio': 1.1005487906783489, 'μJ_ratio': 1.36266146563305, 'νS_ratio': 1.032538354838155, 'νJ_ratio': 1.337928414696142, 'μH_ratio': 0.6916844387391349, 'bmax_ratio': 0.7886256952192352}"
0.11640065880260785,[-0.10404856  0.55103181],1.189252391016497,,"{'μS_ratio': 0.5411910726506955, 'μJ_ratio': 0.5620350641212567, 'νS_ratio': 0.8707168006873769, 'νJ_ratio': 1.711361511283975, 'μH_ratio': 0.5797084069763978, 'bmax_ratio': 1.3599339874156473}"
0.11548025052474656,[-0.10256358  0.57527189],1.13904987277559,,"{'μS_ratio': 0.5077853178430688, 'μJ_ratio': 0.8604662713423186, 'νS_ratio': 0.6935681782725176, 'νJ_ratio': 1.2940081242247494, 'μH_ratio': 0.5939905816980975, 'bmax_ratio': 0.7372898189612547}"
0.11644166361197668,[-0.10310618  0.56610978],1.1650145814758113,,"{'μS_ratio': 1.1347033489762155, 'μJ_ratio': 1.0512942209146576, 'νS_ratio': 1.5034951926661835, 'νJ_ratio': 1.3763852595941164, 'μH_ratio': 0.7266241345750152, 'bmax_ratio': 1.426778829384669}"
0.11654201099125584,[-0.03515352  0.5712167 ],1.1728393823169743,,"{'μS_ratio': 1.7150208130764213, 'μJ_ratio': 1.2580004051055018, 'νS_ratio': 0.9944967465564852, 'νJ_ratio': 1.4787317817204872, 'μH_ratio': 1.7645414085091051, 'bmax_ratio': 0.692053199828639}"
0.11697453925933252,[-0.10193165  0.55498622],1.1826922326892664,,"{'μS_ratio': 1.7770740212599176, 'μJ_ratio': 1.006873924277465, 'νS_ratio': 1.3080362218904096, 'νJ_ratio': 0.7432042791340783, 'μH_ratio': 0.6618607311544118, 'bmax_ratio': 1.2437483795376179}"
0.11704785591773734,[-0.09927627  0.57399992],1.1899290795987794,,"{'μS_ratio': 1.4834005132267811, 'μJ_ratio': 1.9980581037358704, 'νS_ratio': 1.1547324203306109, 'νJ_ratio': 0.6692713179535781, 'μH_ratio': 1.8121426707728465, 'bmax_ratio': 0.8545557080981663}"
0.11676286062508506,[-0.1068164   0.54819555],1.1841495123270365,,"{'μS_ratio': 0.9350991244580612, 'μJ_ratio': 0.6296293105703694, 'νS_ratio': 1.834579188239502, 'νJ_ratio': 1.0664165360562619, 'μH_ratio': 1.1147692778686344, 'bmax_ratio': 1.48100900579105}"
0.11696890985458532,[-0.10707876  0.54044962],1.1730012449839256,,"{'μS_ratio': 1.177412429556072, 'μJ_ratio': 0.780564013191767, 'νS_ratio': 1.8573755004655976, 'νJ_ratio': 1.9100231775701206, 'μH_ratio': 0.5630332638183267, 'bmax_ratio': 1.1867035713040535}"
0.11655521773272756,[-0.10181562  0.57441751],1.1649153941637258,,"{'μS_ratio': 1.1285774155315673, 'μJ_ratio': 1.4332505829953832, 'νS_ratio': 1.3029253606229811, 'νJ_ratio': 1.3022454958820076, 'μH_ratio': 0.74444345621452, 'bmax_ratio': 0.9816893917278249}"
0.11643639810048213,[-0.10292749  0.56608843],1.168826475455787,,"{'μS_ratio': 1.212146137057329, 'μJ_ratio': 0.7447778016856164, 'νS_ratio': 0.7152817314500615, 'νJ_ratio': 0.5359854191603305, 'μH_ratio': 0.745324313140905, 'bmax_ratio': 0.7385630244840437}"
0.11608558942965674,[-0.10308454  0.57958513],1.1488205287047009,,"{'μS_ratio': 0.8199252228134695, 'μJ_ratio': 1.2366604646127142, 'νS_ratio': 1.2285626658704847, 'νJ_ratio': 0.620274763502152, 'μH_ratio': 0.6192384723711308, 'bmax_ratio': 0.9766715246411343}"
0.11640683909412444,[-0.04146295  0.56587581],1.1726286354197006,,"{'μS_ratio': 1.8495582923174538, 'μJ_ratio': 1.0817760369210467, 'νS_ratio': 1.7875186697235619, 'νJ_ratio': 1.91988213425644, 'μH_ratio': 0.8717740942439937, 'bmax_ratio': 0.769375611028926}"
0.11599977825804596,[-0.10348099  0.5594534 ],1.1416421067200595,,"{'μS_ratio': 0.5040751748585359, 'μJ_ratio': 0.593339940616583, 'νS_ratio': 0.60805570161289, 'νJ_ratio': 0.6148379325479346, 'μH_ratio': 0.5899217621041399, 'bmax_ratio': 0.8460348189589254}"
0.11595178165264883,[-0.10281229  0.56825064],1.1410534865229482,,"{'μS_ratio': 0.5850192658941132, 'μJ_ratio': 0.8478125076363434, 'νS_ratio': 0.9522977150191333, 'νJ_ratio': 0.8910740149853558, 'μH_ratio': 1.4007849786097841, 'bmax_ratio': 1.2253373447259106}"
0.11688285836516517,[-0.02642181  0.57248686],1.1814730736108074,,"{'μS_ratio': 1.6114760326798507, 'μJ_ratio': 1.8674783625598899, 'νS_ratio': 1.7417793123731649, 'νJ_ratio': 0.8906538632401984, 'μH_ratio': 1.4857047274553867, 'bmax_ratio': 0.6676055163234679}"
0.11662314043150371,[-0.08701134  0.58263549],1.1920019935837725,,"{'μS_ratio': 1.7322259263743804, 'μJ_ratio': 1.6081449711991254, 'νS_ratio': 0.959304789636212, 'νJ_ratio': 0.5775403011734594, 'μH_ratio': 0.9289424206001218, 'bmax_ratio': 0.7473223477094539}"
0.11649166464339768,[-0.10305587  0.56821831],1.1596122314923296,,"{'μS_ratio': 1.0838564655018357, 'μJ_ratio': 1.1153521616814204, 'νS_ratio': 0.8372374566458826, 'νJ_ratio': 0.6561254612990397, 'μH_ratio': 0.5873076066011929, 'bmax_ratio': 0.9935231972214255}"
0.11681024943210576,[-0.10223849  0.57793641],1.1787820556830735,,"{'μS_ratio': 1.409188301882851, 'μJ_ratio': 1.6565369999773596, 'νS_ratio': 1.5877887474788146, 'νJ_ratio': 1.8188874861149003, 'μH_ratio': 1.8090117630712959, 'bmax_ratio': 1.105362137165784}"
0.11574004218806068,[-0.10218742  0.57557899],1.1378222349610034,,"{'μS_ratio': 0.5567673019518063, 'μJ_ratio': 1.0375907565839426, 'νS_ratio': 0.51078271639404, 'νJ_ratio': 0.5057884983660875, 'μH_ratio': 0.9862630623594947, 'bmax_ratio': 0.9809540789730022}"
0.11705485105119828,[-0.10652536  0.53442827],1.1794637135572807,,"{'μS_ratio': 0.7403819977785807, 'μJ_ratio': 0.5782200162820523, 'νS_ratio': 0.8905254285001408, 'νJ_ratio': 1.5357022617735234, 'μH_ratio': 0.8629014333282498, 'bmax_ratio': 1.0790110320686215}"
0.11645110779390887,[-0.03629698  0.56971185],1.170032457638022,,"{'μS_ratio': 1.606935913671027, 'μJ_ratio': 1.205113948373135, 'νS_ratio': 1.4654787229504933, 'νJ_ratio': 1.3746629451736576, 'μH_ratio': 0.6084850472135824, 'bmax_ratio': 0.7230485752509089}"
0.11588216888131643,[-0.08389009  0.58719095],1.1510909212081422,,"{'μS_ratio': 0.8530415061950072, 'μJ_ratio': 1.305880616594206, 'νS_ratio': 0.7765998242904907, 'νJ_ratio': 0.8086347619507399, 'μH_ratio': 0.7314077376918607, 'bmax_ratio': 0.7749685031834757}"
0.11722242679113334,[-0.10235049  0.57179883],1.193485976861219,,"{'μS_ratio': 1.7954952379942286, 'μJ_ratio': 1.830998989216168, 'νS_ratio': 1.3072579785431362, 'νJ_ratio': 1.448160852984627, 'μH_ratio': 1.4777885292486626, 'bmax_ratio': 1.084884765328003}"
0.11674005262531767,[-0.04878577  0.57050297],1.1764911406264482,,"{'μS_ratio': 1.5596940356702942, 'μJ_ratio': 1.5214614605990164, 'νS_ratio': 1.8303213949340158, 'νJ_ratio': 1.2566257338961964, 'μH_ratio': 0.8421031521840232, 'bmax_ratio': 0.8206502086659481}"
0.11655757312063832,[-0.10284445  0.57113323],1.1678340754360725,,"{'μS_ratio': 1.22455441662935, 'μJ_ratio': 1.2804501754424238, 'νS_ratio': 0.9021037920654832, 'νJ_ratio': 0.7905546178496741, 'μH_ratio': 0.6760564680628667, 'bmax_ratio': 1.1052595517791395}"
0.11623100314928386,[-0.09245692  0.59063244],1.1647790231149941,,"{'μS_ratio': 0.983731057731707, 'μJ_ratio': 1.5877747973135923, 'νS_ratio': 1.2341671753751662, 'νJ_ratio': 1.6272702222492064, 'μH_ratio': 1.1243545873191731, 'bmax_ratio': 0.7296141176097798}"
0.11648245360558472,[-0.10232737  0.56635278],1.1676655135672567,,"{'μS_ratio': 1.2197996324034186, 'μJ_ratio': 0.8785101424423866, 'νS_ratio': 0.639699091371056, 'νJ_ratio': 0.7270204269658996, 'μH_ratio': 0.7452935806248225, 'bmax_ratio': 0.7660515086763259}"
0.11692851180658795,[-0.10287208  0.55916188],1.1806851619485588,,"{'μS_ratio': 1.8834330921775126, 'μJ_ratio': 1.15214143465975, 'νS_ratio': 1.2863299976711475, 'νJ_ratio': 1.8134417442334283, 'μH_ratio': 1.3402574547114583, 'bmax_ratio': 1.3992194681063965}"
0.11590651859299336,[-0.10207802  0.57781758],1.143045693751077,,"{'μS_ratio': 0.7919973205740107, 'μJ_ratio': 0.9664748146417648, 'νS_ratio': 0.5687184135615586, 'νJ_ratio': 0.5434009870808076, 'μH_ratio': 1.1321820855376983, 'bmax_ratio': 0.7277255001129362}"
0.11581439494010251,[-0.10285171  0.57015439],1.1403443679871035,,"{'μS_ratio': 0.6196711375787449, 'μJ_ratio': 0.8010923204220345, 'νS_ratio': 0.6739050595494297, 'νJ_ratio': 0.8603708050936016, 'μH_ratio': 1.1443094504885618, 'bmax_ratio': 0.7416245285946717}"
0.11655613746899603,[-0.10074878  0.56809965],1.1796878672850737,,"{'μS_ratio': 1.6774084292354194, 'μJ_ratio': 0.9982473373655322, 'νS_ratio': 1.1475369315349813, 'νJ_ratio': 1.2565385369752375, 'μH_ratio': 1.2807144414873826, 'bmax_ratio': 0.9424361294903187}"
0.11599211226761007,[-0.10285673  0.56787348],1.1424929180755672,,"{'μS_ratio': 0.6420839364522227, 'μJ_ratio': 0.8049362671305299, 'νS_ratio': 0.6090499274060563, 'νJ_ratio': 0.575716840997887, 'μH_ratio': 1.0640184385875284, 'bmax_ratio': 1.0241067477440684}"
0.11682530482731074,[-0.06203885  0.55815314],1.1781353502771945,,"{'μS_ratio': 1.913482574484216, 'μJ_ratio': 1.1073923534659929, 'νS_ratio': 1.3060766837496531, 'νJ_ratio': 1.3437456891413633, 'μH_ratio': 1.055685648158295, 'bmax_ratio': 0.8933329547117264}"
0.11606995995654215,[-0.10352915  0.56023244],1.144142311679018,,"{'μS_ratio': 0.5507128775152266, 'μJ_ratio': 0.7974317037745768, 'νS_ratio': 0.7474448490875648, 'νJ_ratio': 1.0795150418812693, 'μH_ratio': 0.5816866839195697, 'bmax_ratio': 1.4749054377168318}"
0.11696937763550973,[-0.10578701  0.5582103 ],1.1817657016555554,,"{'μS_ratio': 1.8412588055543972, 'μJ_ratio': 1.1372794328449336, 'νS_ratio': 1.3720790964098777, 'νJ_ratio': 0.9288153590985055, 'μH_ratio': 0.8088246904699224, 'bmax_ratio': 1.0035357690931193}"
0.11654376099415585,[-0.10289546  0.56910682],1.1677897821989887,,"{'μS_ratio': 1.3889922583754337, 'μJ_ratio': 1.185678232949359, 'νS_ratio': 1.2766164693205846, 'νJ_ratio': 1.835068901039, 'μH_ratio': 0.6000353869937616, 'bmax_ratio': 1.1635304637027144}"
0.11627399380267919,[-0.1030751   0.55802496],1.1481942172730566,,"{'μS_ratio': 0.6621254451567719, 'μJ_ratio': 0.555506064798304, 'νS_ratio': 0.8384689474636957, 'νJ_ratio': 0.6515018800173128, 'μH_ratio': 0.589157441421642, 'bmax_ratio': 0.7925624685720738}"
0.11626194558510904,[-0.10400144  0.55495469],1.1471619242044575,,"{'μS_ratio': 0.6588349451456929, 'μJ_ratio': 0.5345878165988521, 'νS_ratio': 0.5477853115933149, 'νJ_ratio': 0.7605003793809632, 'μH_ratio': 0.8492806317263359, 'bmax_ratio': 0.7446045815722795}"
0.11580736120006888,[-0.10142378  0.58014837],1.1405135972609974,,"{'μS_ratio': 0.6577272053972196, 'μJ_ratio': 1.1904339511625017, 'νS_ratio': 0.6525892700939607, 'νJ_ratio': 1.18889581049211, 'μH_ratio': 1.0164979094002349, 'bmax_ratio': 1.1653295925163643}"
0.11714222745786235,[-0.10279411  0.57452249],1.1916756913681983,,"{'μS_ratio': 1.4978775902483017, 'μJ_ratio': 1.9661662826470918, 'νS_ratio': 1.9260679570918826, 'νJ_ratio': 1.5834895961507836, 'μH_ratio': 1.4357007220788214, 'bmax_ratio': 1.4702804307927961}"
0.11656885966764344,[-0.42076098  0.57831771],1.1485051879971861,,"{'μS_ratio': 1.2999044363785546, 'μJ_ratio': 0.7196518618028476, 'νS_ratio': 1.4961636279830741, 'νJ_ratio': 1.0064990180460436, 'μH_ratio': 0.6417777488729199, 'bmax_ratio': 1.1247409856488586}"
0.11644080268922678,[-0.04612319  0.56091682],1.1742106878614362,,"{'μS_ratio': 1.5055702581445543, 'μJ_ratio': 0.773606041595934, 'νS_ratio': 1.644742338506632, 'νJ_ratio': 0.9003086454357735, 'μH_ratio': 0.5105208842412166, 'bmax_ratio': 0.6693056611473654}"
0.11652467360642042,[-0.10410079  0.54683266],1.1525762016243046,,"{'μS_ratio': 0.6198287619338435, 'μJ_ratio': 0.5824436000277612, 'νS_ratio': 1.0609586177900865, 'νJ_ratio': 1.3329910680550463, 'μH_ratio': 0.6353599002445973, 'bmax_ratio': 0.7489373254983199}"
0.11687190681104281,[-0.10066005  0.58157452],1.1789067815723326,,"{'μS_ratio': 1.1133739717541193, 'μJ_ratio': 1.9414587821901481, 'νS_ratio': 1.600952168343829, 'νJ_ratio': 1.6541411359531017, 'μH_ratio': 1.9797009483676113, 'bmax_ratio': 0.8637785552002689}"
0.1167785335191161,[-0.09339518  0.54112247],1.159311525345104,,"{'μS_ratio': 0.712591750519657, 'μJ_ratio': 0.5346221242497289, 'νS_ratio': 0.6530993734106116, 'νJ_ratio': 0.5235863154614281, 'μH_ratio': 0.6235409168112401, 'bmax_ratio': 1.0455258161210481}"
0.11681259386360959,[-0.10280645  0.57587866],1.1773917350106424,,"{'μS_ratio': 1.2551072783854622, 'μJ_ratio': 1.742469418772766, 'νS_ratio': 0.9165854468172916, 'νJ_ratio': 1.0509870689773704, 'μH_ratio': 1.6408798576605927, 'bmax_ratio': 1.4694673910533187}"
0.11694148950096922,[-0.05689323  0.54461867],1.17773661112354,,"{'μS_ratio': 1.120645545923774, 'μJ_ratio': 0.6114954989501514, 'νS_ratio': 0.7055307754576459, 'νJ_ratio': 0.6046436903927177, 'μH_ratio': 0.6701587227916015, 'bmax_ratio': 0.9726938425147703}"
0.11529950595883173,[-0.07778987  0.58958272],1.1337696687705898,,"{'μS_ratio': 0.5515701372081101, 'μJ_ratio': 1.0910563166377605, 'νS_ratio': 0.8292689432432447, 'νJ_ratio': 1.3592414054924764, 'μH_ratio': 1.5076328957360143, 'bmax_ratio': 0.7739725200375535}"
0.1172563645059277,[-0.10178142  0.57310971],1.1957840558461128,,"{'μS_ratio': 1.7978469745238543, 'μJ_ratio': 1.8460187871072087, 'νS_ratio': 1.4964435079579461, 'νJ_ratio': 1.8667045478528537, 'μH_ratio': 1.2868475052885824, 'bmax_ratio': 0.9748090392337003}"
0.11615071724955893,[-0.10349377  0.56103872],1.1463803094410026,,"{'μS_ratio': 0.6548805214378246, 'μJ_ratio': 0.8580356453438807, 'νS_ratio': 0.9775112270583838, 'νJ_ratio': 1.612990207947575, 'μH_ratio': 1.534841279403726, 'bmax_ratio': 1.4650354911850811}"
0.11571396241342174,[-0.10224887  0.57492578],1.1368922657359175,,"{'μS_ratio': 0.5325861372328194, 'μJ_ratio': 0.9844776460335808, 'νS_ratio': 0.5599516860752833, 'νJ_ratio': 0.5659395191777175, 'μH_ratio': 1.171486296458247, 'bmax_ratio': 0.9720147318207523}"
0.11689711283043289,[-0.10290648  0.57185722],1.1813124301321025,,"{'μS_ratio': 1.3817144383669224, 'μJ_ratio': 1.7592739482896667, 'νS_ratio': 1.7432007310668352, 'νJ_ratio': 0.9543282350229381, 'μH_ratio': 0.898391150327775, 'bmax_ratio': 1.455487788936252}"
0.11602829213951033,[-0.05222924  0.57438691],1.1491694946824003,,"{'μS_ratio': 0.9040042974755189, 'μJ_ratio': 1.0207678204039237, 'νS_ratio': 1.334156504363466, 'νJ_ratio': 0.7801442470057623, 'μH_ratio': 1.3475699985329852, 'bmax_ratio': 0.6907288834071662}"
0.11696476255067333,[-0.10265802  0.5769246 ],1.183978175412193,,"{'μS_ratio': 1.3608406245776803, 'μJ_ratio': 1.818981841020992, 'νS_ratio': 0.9307727183884261, 'νJ_ratio': 1.4482286319422841, 'μH_ratio': 1.825671083078669, 'bmax_ratio': 1.2893386182361037}"
0.116751383778532,[-0.10293201  0.57327137],1.1743652315965674,,"{'μS_ratio': 1.2618918116834834, 'μJ_ratio': 1.6500168380818439, 'νS_ratio': 1.0514783980254512, 'νJ_ratio': 0.7100486082247509, 'μH_ratio': 1.9444510924370457, 'bmax_ratio': 1.4905187914165068}"
0.11655556972740767,[-0.10138613  0.56976748],1.168848977526234,,"{'μS_ratio': 1.3322893999691794, 'μJ_ratio': 1.0700731313730278, 'νS_ratio': 0.8063910949767334, 'νJ_ratio': 0.5970414514924703, 'μH_ratio': 1.6923890936151689, 'bmax_ratio': 0.7487791970253099}"
0.11651975080505848,[-0.0632446   0.56688635],1.1657231545725406,,"{'μS_ratio': 1.2726937659913546, 'μJ_ratio': 1.1523251114368334, 'νS_ratio': 0.6505410158963381, 'νJ_ratio': 1.146068988399077, 'μH_ratio': 0.8490743392684869, 'bmax_ratio': 0.8237948578908506}"
0.1165515524866938,[-0.10277812  0.57521101],1.1648747640975592,,"{'μS_ratio': 1.0791966555602306, 'μJ_ratio': 1.5448550275733315, 'νS_ratio': 0.5662637345369861, 'νJ_ratio': 0.6122850635173858, 'μH_ratio': 1.484975953480665, 'bmax_ratio': 1.1341325673905773}"
0.11723200740994573,[-0.10272187  0.57380317],1.1956948896875004,,"{'μS_ratio': 1.9140120553842432, 'μJ_ratio': 1.8333149857048874, 'νS_ratio': 1.6715929198701098, 'νJ_ratio': 1.9432162298908864, 'μH_ratio': 1.9452263880102982, 'bmax_ratio': 1.36601419272864}"
0.11694641754464663,[-0.10245398  0.57027914],1.1819356678900026,,"{'μS_ratio': 1.5862891279948053, 'μJ_ratio': 1.6770464687468944, 'νS_ratio': 1.8698128810447534, 'νJ_ratio': 0.9819436773095888, 'μH_ratio': 1.7745194569980474, 'bmax_ratio': 1.12836484644748}"
0.11657942795051439,[-0.06073131  0.56132961],1.1661921907257276,,"{'μS_ratio': 1.2987925319569158, 'μJ_ratio': 0.8925935494791439, 'νS_ratio': 0.6548229772383456, 'νJ_ratio': 0.7106522512491175, 'μH_ratio': 0.5191031949667516, 'bmax_ratio': 0.6790918780496173}"
0.11647275059681712,[-0.10460213  0.55145508],1.176675490034891,,"{'μS_ratio': 0.7102722171598855, 'μJ_ratio': 0.6131535910911527, 'νS_ratio': 0.8726617953931615, 'νJ_ratio': 1.271406167197616, 'μH_ratio': 0.8030229363370606, 'bmax_ratio': 1.4924498838393316}"
0.11654114519561382,[-0.10285708  0.56895791],1.1642804920376149,,"{'μS_ratio': 1.2281564060654913, 'μJ_ratio': 1.1021631837383983, 'νS_ratio': 0.7692490159125981, 'νJ_ratio': 0.6141333114085589, 'μH_ratio': 1.6232768443819103, 'bmax_ratio': 0.8864520202477647}"
0.11667595705857539,[-0.10489929  0.54584621],1.1792833044354316,,"{'μS_ratio': 0.6737290981248304, 'μJ_ratio': 0.5908790550781328, 'νS_ratio': 1.066391891303089, 'νJ_ratio': 1.4108383899788772, 'μH_ratio': 0.5890233584411355, 'bmax_ratio': 1.3038093160143123}"
0.11662026623191923,[-0.10545536  0.53902913],1.1577379314737304,,"{'μS_ratio': 0.5154006729005226, 'μJ_ratio': 0.5021076089700125, 'νS_ratio': 0.5755205457283747, 'νJ_ratio': 1.027894680977194, 'μH_ratio': 0.7471101674215025, 'bmax_ratio': 0.9456185831563104}"
0.11677885932967304,[-0.10314668  0.56811221],1.1757399135215902,,"{'μS_ratio': 1.3408544046976396, 'μJ_ratio': 1.4622720540342864, 'νS_ratio': 1.0393870373907266, 'νJ_ratio': 0.5556583871043583, 'μH_ratio': 1.041158039828611, 'bmax_ratio': 1.4130660368224155}"
0.11540910958723344,[-0.07948998  0.58352826],1.135947171691922,,"{'μS_ratio': 0.5465097843959938, 'μJ_ratio': 0.9705699331254981, 'νS_ratio': 0.6068749306621991, 'νJ_ratio': 0.5891629643701248, 'μH_ratio': 1.1765507515364648, 'bmax_ratio': 0.6717641171067785}"
