αs,params,chi2/dof,ratios_list
0.11582,[ 3.08292 -0.89212 -0.39266],1.949209469205929,"{'μS_ratio': 1.3042521395853086, 'μJ_ratio': 1.391906985571815, 'νS_ratio': 1.357869182391956, 'νJ_ratio': 0.8360394264975562, 'μH_ratio': 1.0621707307467887, 'bmax_ratio': 0.9427960585722082}"
0.11455,[ 2.97081 -0.38474 -0.15802],1.999397470473987,"{'μS_ratio': 0.7314760042276559, 'μJ_ratio': 0.5173746947363252, 'νS_ratio': 1.3883489419257344, 'νJ_ratio': 1.3732728984702234, 'μH_ratio': 0.5032181870213764, 'bmax_ratio': 1.2537000452110387}"
0.11408,[ 3.08002 -0.88525 -0.39083],1.9456097909060064,"{'μS_ratio': 1.0376664073933772, 'μJ_ratio': 1.0061241983387883, 'νS_ratio': 1.2112884160011526, 'νJ_ratio': 1.9422144985709022, 'μH_ratio': 0.9325687668011574, 'bmax_ratio': 1.280326981236698}"
0.11552,[ 3.17772 -1.0957  -0.22983],2.058661173815103,"{'μS_ratio': 1.6297455715259468, 'μJ_ratio': 0.8741946731619906, 'νS_ratio': 0.9851802014359903, 'νJ_ratio': 0.7039428222293448, 'μH_ratio': 0.950841715168848, 'bmax_ratio': 0.6692761622732535}"
0.11296,[ 3.0793  -0.87072 -0.36781],1.9517587978682225,"{'μS_ratio': 0.7544791500152545, 'μJ_ratio': 1.0148598061465124, 'νS_ratio': 0.8809319561393836, 'νJ_ratio': 0.5050364493538919, 'μH_ratio': 1.6145186689283628, 'bmax_ratio': 1.4519805768688543}"
0.11393,[ 3.05298 -0.64236 -0.16981],1.9791798972303165,"{'μS_ratio': 0.5628980175788082, 'μJ_ratio': 0.5227121065886557, 'νS_ratio': 1.0690991665376466, 'νJ_ratio': 0.7160726970853997, 'μH_ratio': 0.6437124581760341, 'bmax_ratio': 0.8205300875107842}"
0.11954,[ 3.07    -0.85784 -0.35016],1.9422245776304037,"{'μS_ratio': 1.847767554554467, 'μJ_ratio': 1.419206663567646, 'νS_ratio': 1.0010667405871707, 'νJ_ratio': 1.6508248621267563, 'μH_ratio': 1.3761308298808346, 'bmax_ratio': 0.7782814432421702}"
0.11405,[ 3.07985 -0.87044 -0.36276],1.950918746375971,"{'μS_ratio': 0.9863892011833824, 'μJ_ratio': 0.9444740501769278, 'νS_ratio': 1.2214120865275162, 'νJ_ratio': 1.4238600602581843, 'μH_ratio': 1.0854155448594185, 'bmax_ratio': 1.2868979656624533}"
0.11386,[ 3.07964 -0.87253 -0.36871],1.9255586758668082,"{'μS_ratio': 1.0604927907131247, 'μJ_ratio': 0.9256504126338113, 'νS_ratio': 1.4225264477953645, 'νJ_ratio': 1.7167891399182005, 'μH_ratio': 0.6038406297556301, 'bmax_ratio': 0.8400692993308903}"
0.11232,[ 3.07609 -0.94065 -0.45367],1.9451591960297336,"{'μS_ratio': 0.908957040988553, 'μJ_ratio': 1.5606306177903269, 'νS_ratio': 1.8034247958063223, 'νJ_ratio': 1.8112808251113806, 'μH_ratio': 1.9359070031895007, 'bmax_ratio': 0.8359638745051353}"
