αs,params,chi2/dof,ratios_list
0.11345524125969807,[0.00283778 0.60653333],1.118814779450895,"{'μS_ratio': 0.5583831015060877, 'μJ_ratio': 0.6271651673887786, 'νS_ratio': 1.0717283377724742, 'νJ_ratio': 1.7345355731219547, 'μH_ratio': 1.162080430349787, 'bmax_ratio': 0.9352135130748922}"
0.11468054755722981,[4.24602789e-04 5.63033711e-01],1.1526935428262823,"{'μS_ratio': 0.5605459313995903, 'μJ_ratio': 0.8177207150146986, 'νS_ratio': 0.836420780523212, 'νJ_ratio': 1.4087214312950054, 'μH_ratio': 0.5161715189886447, 'bmax_ratio': 1.3541938885936773}"
0.11546844975666874,[0.00160582 0.56402015],1.1804242760318002,"{'μS_ratio': 0.7228785508857767, 'μJ_ratio': 1.0342710117709433, 'νS_ratio': 0.7469178662927516, 'νJ_ratio': 1.412816457201467, 'μH_ratio': 0.8234433937696647, 'bmax_ratio': 1.2755026286747047}"
0.11547760383966456,[0.00294259 0.56842586],1.1903316805133146,"{'μS_ratio': 0.8637447553972896, 'μJ_ratio': 0.877873777337568, 'νS_ratio': 0.7852678597070595, 'νJ_ratio': 0.5264757717219264, 'μH_ratio': 1.1683346628667315, 'bmax_ratio': 0.8154095021906497}"
0.11829549366153895,[-0.09032198  0.5077538 ],1.3302486337031887,"{'μS_ratio': 1.398818560947609, 'μJ_ratio': 1.4907931407105652, 'νS_ratio': 1.166297048275863, 'νJ_ratio': 1.6888676172612458, 'μH_ratio': 0.7952941865909025, 'bmax_ratio': 1.4192442586394902}"
0.11833757827132324,[-0.07919558  0.52507325],1.3429982128533215,"{'μS_ratio': 1.315942899793307, 'μJ_ratio': 1.947021896913101, 'νS_ratio': 1.0766452435054177, 'νJ_ratio': 0.7329307327718535, 'μH_ratio': 1.3671705150694322, 'bmax_ratio': 1.4208380371312082}"
0.1138470242185654,[0.04641258 0.5737557 ],1.2160708522545143,"{'μS_ratio': 1.1686801081299534, 'μJ_ratio': 0.6727835938622997, 'νS_ratio': 1.5234455780986995, 'νJ_ratio': 1.5796453783738162, 'μH_ratio': 0.6500413029904563, 'bmax_ratio': 0.6993908640859883}"
0.11685813090380069,[0.02892549 0.55442567],1.2725271399176818,"{'μS_ratio': 1.1842539005797685, 'μJ_ratio': 1.639534085668913, 'νS_ratio': 1.1364989519330821, 'νJ_ratio': 0.6255178569606561, 'μH_ratio': 1.3278980639558224, 'bmax_ratio': 0.667994983905156}"
0.11579142679361921,[-5.01612799e-05  5.56959671e-01],1.1901786617859342,"{'μS_ratio': 0.8603311852284171, 'μJ_ratio': 0.8682409263783617, 'νS_ratio': 0.5553931384826549, 'νJ_ratio': 0.661874375933922, 'μH_ratio': 1.530697730809654, 'bmax_ratio': 1.4711626877013693}"
0.1165508532973831,[0.00281704 0.54006645],1.2402490824310455,"{'μS_ratio': 0.8094657813725581, 'μJ_ratio': 1.2404333083708674, 'νS_ratio': 1.0228797520032953, 'νJ_ratio': 0.9275434439513556, 'μH_ratio': 0.7279386356427532, 'bmax_ratio': 1.283690139232068}"
0.11603122446898954,[-0.00405651  0.53841272],1.205458677553639,"{'μS_ratio': 0.8645303429174724, 'μJ_ratio': 0.5069667554665371, 'νS_ratio': 0.5160724694241222, 'νJ_ratio': 0.5416983187075867, 'μH_ratio': 0.9941814701731478, 'bmax_ratio': 0.8316000591956767}"
0.11501743969266652,[0.03209587 0.55444448],1.218536781002135,"{'μS_ratio': 1.339272076976906, 'μJ_ratio': 0.7527815022393719, 'νS_ratio': 1.98811664080554, 'νJ_ratio': 1.1090155266684913, 'μH_ratio': 0.7092488885421997, 'bmax_ratio': 0.8078310403077926}"
0.11599259119425182,[0.00229858 0.57354105],1.2122718396841325,"{'μS_ratio': 0.7418111057124187, 'μJ_ratio': 1.44105182732097, 'νS_ratio': 0.7563717054212885, 'νJ_ratio': 0.7762319743773213, 'μH_ratio': 0.9396758021899254, 'bmax_ratio': 0.7487883221481599}"
0.11546493775471757,[0.01028371 0.57372688],1.2146627426210463,"{'μS_ratio': 0.7547080221106539, 'μJ_ratio': 1.2607989125988754, 'νS_ratio': 0.5806338735892097, 'νJ_ratio': 0.680025887811784, 'μH_ratio': 0.653843999021661, 'bmax_ratio': 0.6995995814812201}"
0.11720401947950244,[-0.02401082  0.54445054],1.2741637782821489,"{'μS_ratio': 1.3397486359898232, 'μJ_ratio': 1.4164717942633471, 'νS_ratio': 1.8117655022914851, 'νJ_ratio': 1.4364440912293168, 'μH_ratio': 1.7457274536224965, 'bmax_ratio': 1.0924661458323692}"
0.1152797891843962,[-1.96214133e-04  5.55175310e-01],1.170107055908456,"{'μS_ratio': 0.6498233087638428, 'μJ_ratio': 0.6331002077454754, 'νS_ratio': 0.5949114360925413, 'νJ_ratio': 0.5312037161879203, 'μH_ratio': 0.66642022194296, 'bmax_ratio': 0.9907783815420638}"
0.11480230713669193,[3.16063590e-04 5.76144253e-01],1.1866707528704183,"{'μS_ratio': 0.8980278965683843, 'μJ_ratio': 0.9254279991554205, 'νS_ratio': 1.39551967637222, 'νJ_ratio': 1.676412231613261, 'μH_ratio': 0.8280716557706712, 'bmax_ratio': 0.8978927985721517}"
0.11727058050459267,[0.0011686  0.53199904],1.2798614440416178,"{'μS_ratio': 0.8784937260673731, 'μJ_ratio': 1.4471873867505898, 'νS_ratio': 1.3295564108236229, 'νJ_ratio': 1.5170453802633808, 'μH_ratio': 0.8220762481594283, 'bmax_ratio': 1.3034133874448248}"
0.1159935113013681,[-0.00296126  0.54367676],1.2108997033616589,"{'μS_ratio': 0.7835229370314505, 'μJ_ratio': 1.0439692058286048, 'νS_ratio': 0.5247096001228024, 'νJ_ratio': 0.9222554308865131, 'μH_ratio': 0.6818599609602608, 'bmax_ratio': 1.3116508844778576}"
0.11701801260979167,[-0.00169557  0.53752382],1.2874145578752185,"{'μS_ratio': 1.755880885455643, 'μJ_ratio': 1.3098259731457138, 'νS_ratio': 1.5593626513553511, 'νJ_ratio': 1.771034913519887, 'μH_ratio': 0.6697612334153666, 'bmax_ratio': 0.932587898209274}"
0.11695490937122861,[-4.95867018e-04  5.53267608e-01],1.2579054010462722,"{'μS_ratio': 1.7471264853426032, 'μJ_ratio': 1.376076414462387, 'νS_ratio': 0.9758910261542084, 'νJ_ratio': 1.1415721040101687, 'μH_ratio': 1.3439963558400652, 'bmax_ratio': 0.8690585395776097}"
0.11538201671959702,[7.03341330e-05 5.56379737e-01],1.206576167609743,"{'μS_ratio': 1.0945046382991797, 'μJ_ratio': 0.6717784548206178, 'νS_ratio': 0.7410341484358897, 'νJ_ratio': 0.7069850812838586, 'μH_ratio': 1.1546604217972132, 'bmax_ratio': 0.7631055733380685}"
0.11517758313875041,[-5.32223560e-04  5.51121535e-01],1.1752953154281507,"{'μS_ratio': 0.7362482630169978, 'μJ_ratio': 0.7113533726607526, 'νS_ratio': 0.8993085298140353, 'νJ_ratio': 0.9765116110874114, 'μH_ratio': 0.6951107672602355, 'bmax_ratio': 1.114621174839601}"
0.11599147140458738,[5.95733521e-05 5.66789959e-01],1.1881570620897879,"{'μS_ratio': 0.6961497671064093, 'μJ_ratio': 1.1949668583266992, 'νS_ratio': 0.9812648461208001, 'νJ_ratio': 0.6310153839367766, 'μH_ratio': 1.1846353229776896, 'bmax_ratio': 1.207787516441115}"
0.11696937821759193,[6.64235975e-06 5.47139358e-01],1.2386271026785851,"{'μS_ratio': 0.819023747751712, 'μJ_ratio': 1.4759748967141872, 'νS_ratio': 1.0068814294652295, 'νJ_ratio': 0.7501177064522926, 'μH_ratio': 1.717552892583452, 'bmax_ratio': 1.3849650413739854}"
