αs,params,chi2/dof,ratios_list
0.11807,[ 3.21652  0.08343 -0.44928],1.9074937235135554,"{'μS_ratio': 0.5343644520316112, 'μJ_ratio': 0.87489131665735, 'νS_ratio': 0.8062017356260734, 'νJ_ratio': 0.8909145439362063, 'μH_ratio': 1.2350679540531084, 'bmax_ratio': 0.7982402648926292}"
0.11746,[ 3.5152  -0.23392 -0.38397],1.8098318217048806,"{'μS_ratio': 0.6075594783234439, 'μJ_ratio': 0.6632210520845656, 'νS_ratio': 0.8975385856817416, 'νJ_ratio': 0.537765511860594, 'μH_ratio': 0.7004556729330627, 'bmax_ratio': 0.8072183262561096}"
0.11784,[ 3.78115 -0.84301 -0.10945],1.49579454050428,"{'μS_ratio': 1.6565604594461867, 'μJ_ratio': 1.285392437653643, 'νS_ratio': 0.9108010319888157, 'νJ_ratio': 0.5407637968369563, 'μH_ratio': 0.7653956304715446, 'bmax_ratio': 0.7694338254072204}"
0.11783,[ 3.41976 -0.10209 -0.4075 ],1.8543614074986638,"{'μS_ratio': 0.5744526492169645, 'μJ_ratio': 1.061600245032472, 'νS_ratio': 0.634371324843862, 'νJ_ratio': 0.5328159190748682, 'μH_ratio': 1.6383253671798492, 'bmax_ratio': 0.9383302192583317}"
0.11815,[ 3.63494 -0.39438 -0.286  ],1.6542854129494817,"{'μS_ratio': 0.7910098149104813, 'μJ_ratio': 0.629517992355445, 'νS_ratio': 0.7607506739286696, 'νJ_ratio': 0.6045272442493161, 'μH_ratio': 1.1931551799618303, 'bmax_ratio': 1.3602925924501297}"
0.11842,[ 3.03061  0.23988 -0.47703],1.9392542491629616,"{'μS_ratio': 0.5161326551506997, 'μJ_ratio': 0.8540625989360227, 'νS_ratio': 0.5687963427062583, 'νJ_ratio': 0.8215897030896647, 'μH_ratio': 0.9130096271608239, 'bmax_ratio': 1.1902390070236526}"
0.11776,[ 3.83487 -0.90638 -0.08947],1.4973149718750232,"{'μS_ratio': 1.7822199264199878, 'μJ_ratio': 1.6018229120568628, 'νS_ratio': 1.8236259236227363, 'νJ_ratio': 1.186322589237452, 'μH_ratio': 1.8746807083514363, 'bmax_ratio': 0.8026526570271305}"
0.11838,[ 3.66145 -0.47289 -0.24272],1.6457674873369619,"{'μS_ratio': 0.8311630641893457, 'μJ_ratio': 1.302653775323693, 'νS_ratio': 0.8457037581666733, 'νJ_ratio': 0.9607389171603667, 'μH_ratio': 1.9122329465835581, 'bmax_ratio': 0.8328038694788071}"
0.11842,[ 3.62773 -0.35249 -0.28216],1.6565162135984355,"{'μS_ratio': 0.7871151036405959, 'μJ_ratio': 0.8319838500901612, 'νS_ratio': 1.2767852539274798, 'νJ_ratio': 1.5516424468894119, 'μH_ratio': 1.0430450763480823, 'bmax_ratio': 0.883726227422065}"
0.11938,[ 3.69391 -0.58245 -0.17588],1.5758484214117618,"{'μS_ratio': 1.0777880721189859, 'μJ_ratio': 1.4507098838128076, 'νS_ratio': 0.6199337076350947, 'νJ_ratio': 0.5937363635975506, 'μH_ratio': 1.0002987795805316, 'bmax_ratio': 1.0903835315310006}"
0.11561,[ 3.71666 -0.69825 -0.21212],1.7098184901653393,"{'μS_ratio': 0.8006210380506685, 'μJ_ratio': 0.7655487276459088, 'νS_ratio': 0.8469548838549045, 'νJ_ratio': 1.5472418477236975, 'μH_ratio': 1.2385916195995712, 'bmax_ratio': 1.3703728038011733}"
0.11739,[ 3.91381 -0.97952 -0.06205],1.4917276991452566,"{'μS_ratio': 1.9972380929636524, 'μJ_ratio': 1.2075129226468457, 'νS_ratio': 1.7666046160969333, 'νJ_ratio': 1.6316206349127982, 'μH_ratio': 1.3693022155252406, 'bmax_ratio': 1.3906575909540368}"
0.11829,[ 3.61882 -0.33466 -0.30089],1.7033063314382026,"{'μS_ratio': 0.73214317647027, 'μJ_ratio': 1.2053418632774555, 'νS_ratio': 0.9689709036075725, 'νJ_ratio': 0.9911947846042548, 'μH_ratio': 1.3662951230272558, 'bmax_ratio': 1.404568916659603}"
0.1179,[ 3.77628 -0.83206 -0.11826],1.5088664721209362,"{'μS_ratio': 1.4952345916700742, 'μJ_ratio': 1.6035778124761229, 'νS_ratio': 0.9323932505669953, 'νJ_ratio': 0.5668111636442092, 'μH_ratio': 1.0793717866099324, 'bmax_ratio': 0.9275449777410206}"
0.11805,[ 3.30682  0.00982 -0.42923],1.8750562834241775,"{'μS_ratio': 0.5558590169135091, 'μJ_ratio': 0.9843228535179003, 'νS_ratio': 0.5555197807789066, 'νJ_ratio': 0.5822053884040513, 'μH_ratio': 1.0050718261933502, 'bmax_ratio': 1.2512752884900245}"
0.11766,[ 3.7842  -0.86082 -0.0996 ],1.512246054641309,"{'μS_ratio': 1.407490570729245, 'μJ_ratio': 0.858534889789875, 'νS_ratio': 1.562760413453107, 'νJ_ratio': 1.9287473098505505, 'μH_ratio': 0.571194536902662, 'bmax_ratio': 0.9574774436438841}"
0.11755,[ 3.85501 -0.93267 -0.08136],1.5093850844357775,"{'μS_ratio': 1.5879484489197881, 'μJ_ratio': 1.3411301120667212, 'νS_ratio': 1.9107197912702518, 'νJ_ratio': 1.8756748085948498, 'μH_ratio': 0.6792143683795948, 'bmax_ratio': 0.8911906553028608}"
0.11785,[ 3.76593 -0.82137 -0.11671],1.5190020565692468,"{'μS_ratio': 1.4128810103537925, 'μJ_ratio': 1.2615118322952434, 'νS_ratio': 1.8213838093271568, 'νJ_ratio': 1.3495849135904947, 'μH_ratio': 0.7168496493124841, 'bmax_ratio': 0.8646667484241998}"
0.11792,[ 3.75137 -0.79664 -0.12099],1.5346737052873405,"{'μS_ratio': 1.2446556481603988, 'μJ_ratio': 1.0224016099573827, 'νS_ratio': 1.149802517117768, 'νJ_ratio': 1.2919020370352334, 'μH_ratio': 1.4749101548619004, 'bmax_ratio': 1.3253803416568442}"
0.11802,[ 3.67724 -0.55252 -0.23037],1.592302817487356,"{'μS_ratio': 0.9721778631881991, 'μJ_ratio': 0.7214920348001149, 'νS_ratio': 1.3328204165220356, 'νJ_ratio': 0.6884016738267844, 'μH_ratio': 1.1737050898876586, 'bmax_ratio': 1.4625285445781}"
0.11786,[ 3.72781 -0.73224 -0.14941],1.507184004270273,"{'μS_ratio': 1.4299475573480818, 'μJ_ratio': 0.7353028344373801, 'νS_ratio': 1.917025108386587, 'νJ_ratio': 1.0708788923240586, 'μH_ratio': 0.7906962380826275, 'bmax_ratio': 0.9950402182460863}"
0.12002,[ 3.52309 -0.07327 -0.34071],1.798789777314749,"{'μS_ratio': 0.6738970287077407, 'μJ_ratio': 0.9922888985778048, 'νS_ratio': 0.8783523421187123, 'νJ_ratio': 0.5764416606063306, 'μH_ratio': 1.4692599042649386, 'bmax_ratio': 1.1017816012816803}"
0.1188,[ 3.6122  -0.30263 -0.28388],1.6295509493996554,"{'μS_ratio': 0.7911177701458008, 'μJ_ratio': 0.6805711609359258, 'νS_ratio': 0.8959630627935984, 'νJ_ratio': 1.5236335126876688, 'μH_ratio': 0.6850715344378829, 'bmax_ratio': 1.1700171242528836}"
0.11853,[ 3.46051 -0.10624 -0.36735],1.7599537283061932,"{'μS_ratio': 0.6476317112288709, 'μJ_ratio': 0.8138468229675431, 'νS_ratio': 0.8244601748269759, 'νJ_ratio': 1.035892597226674, 'μH_ratio': 0.5549882214209879, 'bmax_ratio': 0.7826576746717773}"
0.11826,[ 3.60193 -0.3104  -0.31355],1.6757408068104518,"{'μS_ratio': 0.7415386520182718, 'μJ_ratio': 0.5472887016575946, 'νS_ratio': 0.7668670208209635, 'νJ_ratio': 0.6727209885042015, 'μH_ratio': 0.5810967841257675, 'bmax_ratio': 1.1367423405555184}"
0.1214,[ 3.67248 -0.53003 -0.14076],1.6386497523161396,"{'μS_ratio': 1.2431894031706088, 'μJ_ratio': 1.8041921977725903, 'νS_ratio': 0.9809127723083142, 'νJ_ratio': 0.9980275612410505, 'μH_ratio': 1.9195898752441882, 'bmax_ratio': 0.8978177013491625}"
0.11862,[ 3.50022 -0.14035 -0.34705],1.755426936092414,"{'μS_ratio': 0.6652602487421782, 'μJ_ratio': 1.1262213418230531, 'νS_ratio': 0.7253565486167259, 'νJ_ratio': 1.1051926984023095, 'μH_ratio': 0.863702926089017, 'bmax_ratio': 1.373882795290748}"
0.11774,[ 3.76765 -0.83604 -0.10751],1.4963817030166153,"{'μS_ratio': 1.6307589902799293, 'μJ_ratio': 0.8983651965168332, 'νS_ratio': 1.5946021710304397, 'νJ_ratio': 1.1291296696471798, 'μH_ratio': 0.6472827965414305, 'bmax_ratio': 1.409788314565303}"
0.11775,[ 3.81038 -0.8793  -0.09685],1.528529810348999,"{'μS_ratio': 1.3086114254641983, 'μJ_ratio': 1.205532343739811, 'νS_ratio': 0.6866232902780467, 'νJ_ratio': 0.913734771753716, 'μH_ratio': 1.559875568181884, 'bmax_ratio': 0.9208936756747883}"
0.11846,[ 3.25117  0.08667 -0.43003],1.871615937351726,"{'μS_ratio': 0.5625655159858838, 'μJ_ratio': 0.961731594403932, 'νS_ratio': 0.5842495677913069, 'νJ_ratio': 0.8011968734032222, 'μH_ratio': 1.7736996236199065, 'bmax_ratio': 1.402050365986387}"
0.12054,[ 3.68638 -0.5591  -0.157  ],1.5977680883420038,"{'μS_ratio': 1.177860850471398, 'μJ_ratio': 1.8197035022368473, 'νS_ratio': 1.1729522566913124, 'νJ_ratio': 1.0194042100216447, 'μH_ratio': 1.8977474857079966, 'bmax_ratio': 1.299711982834057}"
