αs,params,chi2/dof
0.118,[0.8706  2.67633 1.10613 1.19733],3.0449274611282378
0.118,[0.87231 2.76695 1.11476 1.13419],2.811055866314724
0.118,[0.87021 2.74804 1.11245 1.17984],3.088465887565501
0.118,[0.87356 2.7239  1.10684 1.10984],3.257781321983985
0.118,[0.87304 2.76245 1.10559 1.13472],2.6197749158997095
0.118,[0.87959 2.67074 1.09434 1.10302],2.9730228378188595
0.118,[0.87068 2.75554 1.11819 1.1832 ],2.91378069027681
0.118,[0.86818 2.76814 1.11875 1.16611],2.9027455920756826
0.118,[0.87793 2.63976 1.1123  1.17706],3.012613295084571
0.118,[0.87457 2.70172 1.1113  1.1614 ],3.3289979516236623
0.118,[0.87422 2.79791 1.11489 1.1272 ],2.8774329223552852
0.118,[0.87812 2.7476  1.10927 1.09784],3.2561665457401086
0.118,[0.87605 2.64997 1.09997 1.13489],2.750104487289994
0.118,[0.87276 2.70608 1.10916 1.17636],3.107484979455796
0.118,[0.88118 2.62446 1.09366 1.11336],2.6393967658607154
0.118,[0.87593 2.70334 1.10134 1.11879],2.868340183559771
0.118,[0.88008 2.62411 1.09033 1.14018],2.85827983383035
0.118,[0.87515 2.65687 1.09864 1.15092],3.2158747084190242
0.118,[0.87438 2.68748 1.11017 1.16307],2.8586337817217613
0.118,[0.87792 2.68776 1.10548 1.11785],3.1678895460846443
0.118,[0.87537 2.67522 1.11286 1.187  ],2.8493200123058036
0.118,[0.87897 2.69188 1.09111 1.07386],2.922417570744427
0.118,[0.87309 2.75786 1.11922 1.17133],2.6785499469774243
0.118,[0.87565 2.71984 1.10767 1.11638],3.098330572397937
0.118,[0.87612 2.6717  1.1051  1.13083],2.905469829906555
0.118,[0.87228 2.71517 1.11064 1.17317],3.2714829286827327
0.118,[0.87525 2.71566 1.10551 1.13895],3.1884549643524185
0.118,[0.87537 2.68451 1.11743 1.1734 ],3.096692306864869
0.118,[0.88158 2.67685 1.10348 1.11829],2.8756862158443637
0.118,[0.87773 2.67439 1.10253 1.14135],2.979439350773068
0.118,[0.87327 2.69729 1.11268 1.17981],2.936574341805516
0.118,[0.87421 2.73762 1.10936 1.11439],3.190635378934415
0.118,[0.87218 2.71381 1.10602 1.12614],2.91450988692395
0.118,[0.87584 2.72066 1.11263 1.13813],3.1577972843208584
0.118,[0.87276 2.72382 1.11345 1.16336],3.1554088750020766
0.118,[0.87172 2.71046 1.09571 1.13998],3.319591860496859
0.118,[0.87609 2.72315 1.11986 1.17273],3.2482836018299674
0.118,[0.87361 2.70125 1.10044 1.13595],3.061325865948859
0.118,[0.87882 2.6883  1.09901 1.12422],2.590873670592269
0.118,[0.87739 2.7409  1.10448 1.10414],3.1960025017127824
0.118,[0.87806 2.72804 1.11811 1.13061],3.200765590137429
0.118,[0.8762  2.67888 1.09504 1.11033],3.046268725486291
0.118,[0.87201 2.77142 1.11677 1.15533],3.164316168413206
0.118,[0.87731 2.70684 1.10471 1.09416],2.9706660807016014
0.118,[0.87457 2.67632 1.11267 1.20412],3.2784511202351414
0.118,[0.87868 2.69306 1.10747 1.12091],3.3033090472936895
0.118,[0.87808 2.66425 1.08465 1.07729],3.073745951879008
0.118,[0.87607 2.7552  1.11559 1.1449 ],2.789385144200153
0.118,[0.87016 2.747   1.11231 1.14318],3.359413857319844
0.118,[0.86991 2.7061  1.10026 1.17495],3.398709798038162
0.118,[0.88024 2.71807 1.10885 1.08699],2.7917729546313783
0.118,[0.87791 2.72558 1.10106 1.08163],2.820565202641306
0.118,[0.87685 2.75355 1.11758 1.13637],3.142119722336201
0.118,[0.87263 2.69091 1.10712 1.16685],3.01969505432669
0.118,[0.87257 2.76347 1.11622 1.13389],3.2618782617023165
0.118,[0.87742 2.70609 1.1014  1.0933 ],2.9866869524781534
0.118,[0.8691  2.76391 1.11871 1.17088],3.117738132687586
0.118,[0.87333 2.69881 1.09193 1.10219],2.9502167502126486
0.118,[0.87871 2.7036  1.09429 1.0748 ],3.582939047496912
0.118,[0.87338 2.73387 1.1015  1.12668],2.785107447259949
0.118,[0.87258 2.69487 1.11577 1.18921],3.4460102553013088
0.118,[0.87843 2.66738 1.1032  1.13395],3.470602166436313
0.118,[0.87344 2.7307  1.11419 1.17779],2.9780634795093963
0.118,[0.8743  2.78776 1.12465 1.15034],3.116572138321321
0.118,[0.87471 2.70193 1.10815 1.13981],3.2137833443362926
0.118,[0.86882 2.67993 1.09933 1.19257],2.8869896102722294
0.118,[0.8797  2.68004 1.10624 1.15302],2.825513504380391
0.118,[0.87828 2.6906  1.101   1.11501],2.859874478394954
0.118,[0.87563 2.71033 1.11021 1.14921],3.029422758061379
0.118,[0.87586 2.74211 1.10993 1.12995],3.2278727252543056
0.118,[0.87725 2.71717 1.10418 1.13573],2.8254342796916285
0.118,[0.87812 2.63683 1.09831 1.15906],3.0451995919430925
0.118,[0.87534 2.71861 1.10943 1.11215],3.153095379528859
0.118,[0.87429 2.69941 1.10582 1.16533],3.0430898472018897
0.118,[0.87758 2.74158 1.10872 1.12973],3.2722266015990407
0.118,[0.87736 2.6748  1.10235 1.14855],3.1199646929930127
0.118,[0.87377 2.72885 1.1104  1.17762],2.7801434423533937
0.118,[0.88044 2.70873 1.10293 1.10851],3.2726251570926936
0.118,[0.87309 2.72448 1.11326 1.16276],2.988185347386578
0.118,[0.8741  2.69234 1.10767 1.14187],2.6351891613473915
0.118,[0.8797  2.69558 1.10772 1.12087],2.901818288598729
0.118,[0.87501 2.72446 1.11526 1.1692 ],3.285236829501918
0.118,[0.87569 2.71415 1.10125 1.11024],3.1013863049609065
0.118,[0.87145 2.73878 1.11574 1.17538],2.8462829629050996
0.118,[0.87642 2.7232  1.10912 1.11452],3.283289669128931
0.118,[0.87524 2.76622 1.1147  1.12486],2.6521908204128124
0.118,[0.86628 2.7294  1.1167  1.21121],3.198755142641815
0.118,[0.87292 2.70013 1.11043 1.20383],3.1516545592829157
0.118,[0.8797  2.65946 1.09491 1.10037],3.5782978281883966
0.118,[0.87758 2.73769 1.11169 1.10664],3.2448103898440177
0.118,[0.87615 2.73961 1.10945 1.14034],3.1091573960836234
0.118,[0.87521 2.74979 1.11684 1.15807],3.2859389476956817
0.118,[0.87169 2.71245 1.1108  1.16691],2.945594560689534
0.118,[0.8748  2.67173 1.09634 1.11476],3.1671461768102303
0.118,[0.87906 2.69039 1.10053 1.10934],2.5418912921598458
0.118,[0.877   2.70251 1.10958 1.14607],2.6726573437047247
0.118,[0.87766 2.72306 1.12113 1.17052],3.2587820084327817
0.118,[0.87102 2.7685  1.11961 1.18752],2.8866086107986044
0.118,[0.87321 2.79112 1.12298 1.17369],3.036290362569782
0.118,[0.87953 2.69582 1.10714 1.12869],2.8014210587615063
0.118,[0.87714 2.71703 1.11902 1.14574],3.2468419756949474
0.118,[0.87393 2.74696 1.10347 1.09594],3.492988556235511
0.118,[0.87714 2.70513 1.09538 1.10581],3.0478075762444528
0.118,[0.881   2.66628 1.09297 1.07274],2.9069651792253244
0.118,[0.8756  2.75622 1.111   1.13108],3.0571842976373302
0.118,[0.87148 2.68438 1.10312 1.15632],2.988665965961889
0.118,[0.8748  2.67634 1.09766 1.13785],2.9047765296690633
0.118,[0.87184 2.71688 1.11427 1.17292],2.9066458348373283
0.118,[0.87478 2.76826 1.11905 1.1458 ],3.4674932591569423
0.118,[0.88002 2.68667 1.10428 1.11541],2.704994952537941
0.118,[0.87641 2.7207  1.10617 1.10765],3.0794779407743844
0.118,[0.88233 2.65568 1.10214 1.10109],3.080719664444541
0.118,[0.87682 2.7406  1.11393 1.13798],3.421870897245736
0.118,[0.87857 2.71747 1.11181 1.11729],2.920051187404835
0.118,[0.87804 2.71872 1.11651 1.1733 ],2.8616172920257346
0.118,[0.87627 2.69795 1.10589 1.15654],2.8130622193361354
0.118,[0.87263 2.72182 1.10382 1.15167],2.9152154525170335
0.118,[0.88282 2.71603 1.09497 1.03488],3.238587052759048
0.118,[0.87934 2.71115 1.10516 1.07927],3.091236604096478
0.118,[0.8735  2.71872 1.11079 1.13651],3.2799140709272354
0.118,[0.87349 2.71162 1.10381 1.14086],3.293424890413407
0.118,[0.86764 2.74736 1.11063 1.14825],3.1610828287999486
0.118,[0.87409 2.73373 1.11216 1.16591],2.7602622890878266
0.118,[0.87936 2.65666 1.10136 1.11977],3.367025343983877
0.118,[0.87455 2.74588 1.11281 1.15092],2.940194329164455
0.118,[0.8801  2.68497 1.09817 1.10332],3.071128299877082
0.118,[0.8766  2.76232 1.10968 1.11729],2.5048659343145068
0.118,[0.87349 2.72685 1.11955 1.18425],3.328039028190556
0.118,[0.88028 2.66972 1.11066 1.15288],2.788492857294302
0.118,[0.88147 2.65563 1.09173 1.05985],3.127717968329434
0.118,[0.87766 2.71705 1.10491 1.11888],2.872506823022215
0.118,[0.87501 2.68574 1.09709 1.13211],2.9657394531570698
0.118,[0.87451 2.67745 1.10361 1.15259],3.5878897449769407
0.118,[0.88024 2.70275 1.11224 1.15758],3.1584500069452934
0.118,[0.87498 2.69498 1.09739 1.14155],2.9979086147775553
0.118,[0.87979 2.62367 1.08757 1.08577],3.264885364111143
0.118,[0.86721 2.7473  1.11842 1.18581],2.7342931185098633
0.118,[0.87301 2.69471 1.10198 1.14683],3.189353747729242
0.118,[0.87474 2.70742 1.10295 1.11722],3.5080864433212624
0.118,[0.87705 2.71942 1.10785 1.11406],2.7500862357047966
0.118,[0.87671 2.69632 1.09953 1.12732],3.1026371213618473
0.118,[0.87519 2.71373 1.11196 1.16399],3.1769925516662996
0.118,[0.88268 2.68256 1.09935 1.08184],2.492485526954309
0.118,[0.87097 2.72755 1.10599 1.13775],2.924173102582881
0.118,[0.87702 2.67889 1.11238 1.1557 ],3.0168112523857897
0.118,[0.8798  2.677   1.09723 1.10286],3.224189439251237
0.118,[0.87826 2.72758 1.10776 1.09877],3.2311386996236866
0.118,[0.87362 2.73084 1.11022 1.16586],2.8844433804445306
0.118,[0.87302 2.74706 1.11312 1.16988],3.1378760383625752
0.118,[0.8759  2.74202 1.11845 1.16578],3.3207449417017414
