αs,params,chi2/dof
0.118,[0.88883 2.63233 1.07953],2.9795842581695413
0.118,[0.88721 2.65811 1.08102],3.3124038939081486
0.118,[0.88592 2.69753 1.08758],2.808868908429385
0.118,[0.88721 2.64026 1.07667],2.6717088304441106
0.118,[0.88657 2.6615  1.08227],3.012819052959911
0.118,[0.88619 2.67174 1.08075],3.4330463723084423
0.118,[0.88709 2.67009 1.08971],3.296410957147482
0.118,[0.88867 2.6394  1.08003],3.1405853215667485
0.118,[0.88606 2.61191 1.07303],3.6286954170476515
0.118,[0.8838  2.63777 1.07685],3.7533635761433355
0.118,[0.8834  2.71677 1.0976 ],2.9394936338801267
0.118,[0.88396 2.64994 1.08066],3.0256647896407642
0.118,[0.88437 2.70194 1.08856],3.2377552167114576
0.118,[0.88613 2.68502 1.08753],3.348618353423436
0.118,[0.88501 2.6301  1.08108],3.1878941781663808
0.118,[0.88591 2.69634 1.0926 ],3.3733105464831876
0.118,[0.8914  2.63759 1.09084],2.872049143252407
0.118,[0.88666 2.64279 1.08794],3.175243613237872
0.118,[0.88947 2.67054 1.08777],3.4233940388310566
0.118,[0.88397 2.65071 1.07836],3.784654469263574
0.118,[0.88705 2.67418 1.09166],3.0330408839147784
0.118,[0.88681 2.6724  1.0809 ],3.0999363614636573
0.118,[0.88359 2.64981 1.07391],3.207683784866881
0.118,[0.8845  2.65339 1.08108],3.324257324524417
0.118,[0.88458 2.67411 1.08868],3.3419270183681298
0.118,[0.88228 2.69186 1.08668],3.0317100778075776
0.118,[0.88762 2.66978 1.08544],3.0205438412368157
0.118,[0.88519 2.76432 1.09763],2.485033556350936
0.118,[0.88871 2.67012 1.09177],3.546476750350308
0.118,[0.88596 2.64931 1.07881],3.2657456758086933
0.118,[0.88626 2.73378 1.10419],2.9757793438476337
0.118,[0.88433 2.71012 1.09244],3.393601879303798
0.118,[0.88463 2.69888 1.09429],3.217443520172576
0.118,[0.8835  2.66979 1.08869],3.4967759361355952
0.118,[0.88638 2.74422 1.09615],3.2233520328950402
0.118,[0.88703 2.65523 1.0844 ],2.775567255456709
