αs,params,chi2/dof
0.118,[0.89755 2.52462 1.10787 1.10591],2.0040803039646735
0.118,[0.86911 2.81372 1.09604 1.14307],2.1341031494525957
0.118,[0.88289 2.72619 1.10452 1.13239],2.067765497131066
0.118,[0.90436 2.53784 1.10272 1.09994],1.984477376957461
0.118,[0.89041 2.81337 1.09741 1.13733],2.059539431013668
0.118,[0.86565 2.68759 1.11589 1.14812],2.1696817683470035
0.118,[0.87735 2.7415  1.10824 1.14138],2.094809978335976
0.118,[0.89421 2.58711 1.1036  1.11064],2.012183083966322
0.118,[0.8753  2.56216 1.11024 1.12309],2.103039338492855
0.118,[0.89067 2.78003 1.10031 1.134  ],2.0519358490045327
0.118,[0.86173 2.85318 1.11172 1.17356],2.1950115631918234
0.118,[0.88856 2.50327 1.09959 1.10357],2.0188232321115613
0.118,[0.87184 2.632   1.10957 1.1316 ],2.1180192245398635
0.118,[0.87806 2.61018 1.10029 1.11802],2.0690908876975143
0.118,[0.86708 2.82147 1.10167 1.15253],2.1462220194829897
0.118,[0.86778 2.89825 1.10816 1.17607],2.163687523261378
0.118,[0.87688 2.60829 1.10099 1.11903],2.0754793047757474
0.118,[0.88456 2.6667  1.09668 1.11662],2.048968974181674
0.118,[0.8871  2.79878 1.09009 1.12867],2.0703731971684336
0.118,[0.86676 2.82227 1.11567 1.16825],2.1717791424812507
0.118,[0.88    2.64653 1.09823 1.1185 ],2.063362878200023
0.118,[0.88289 2.65943 1.09718 1.11769],2.0535602501247934
0.118,[0.86603 2.66605 1.10995 1.13899],2.154055076000845
0.118,[0.86644 2.89641 1.11017 1.17875],2.173638952683564
0.118,[0.88024 2.55949 1.12192 1.12787],2.1124541600038667
0.118,[0.89345 2.80551 1.09651 1.1338 ],2.0528318722709744
0.118,[0.865   2.82926 1.11198 1.16688],2.1738946374602426
0.118,[0.85701 2.88032 1.10766 1.17753],2.218930625888259
0.118,[0.89195 2.71309 1.10389 1.12618],2.0366808544162307
0.118,[0.9035  2.60242 1.10426 1.10778],1.9953895819862852
0.118,[0.87632 2.68405 1.11295 1.13882],2.101680239975432
0.118,[0.8725  2.64894 1.10784 1.13159],2.1107238764940885
0.118,[0.87188 2.63229 1.1057  1.12807],2.1099049747790555
0.118,[0.87262 2.86536 1.10627 1.16389],2.1320188179194504
0.118,[0.89149 2.75424 1.10099 1.13011],2.0452526924069017
0.118,[0.87006 2.59861 1.11212 1.13109],2.136798155007349
0.118,[0.89542 2.72342 1.09562 1.11922],2.0355526039799865
0.118,[0.86266 2.69548 1.11097 1.14538],2.1781878426027577
0.118,[0.86808 2.77764 1.11652 1.16036],2.161381516296149
0.118,[0.8852  2.61969 1.09681 1.1125 ],2.039088670703941
0.118,[0.90692 2.48459 1.10194 1.09343],1.9742231689270964
0.118,[0.88871 2.48463 1.09978 1.10216],2.0187064772980627
0.118,[0.89135 2.79402 1.09213 1.12846],2.058709057581747
0.118,[0.86571 2.7688  1.10337 1.1455 ],2.150661437492415
0.118,[0.87114 2.86053 1.10022 1.15721],2.131102627442528
0.118,[0.86076 2.6992  1.1169  1.153  ],2.207939310890568
0.118,[0.89049 2.79371 1.09179 1.12839],2.06058865609189
0.118,[0.89971 2.56087 1.10188 1.10401],1.9953423236289403
0.118,[0.86776 2.84443 1.10594 1.16162],2.1506817132303686
0.118,[0.89567 2.73519 1.09892 1.12353],2.0343326444237717
0.118,[0.87486 2.81457 1.09959 1.1459 ],2.1076606969507456
0.118,[0.88357 2.7925  1.08883 1.1266 ],2.081059351859275
0.118,[0.87327 2.78285 1.10587 1.14751],2.1152842910696332
0.118,[0.87446 2.796   1.10705 1.15033],2.1133124643419547
