αs,params,chi2/dof,ratios_list
0.11668,[ 2.07967 -0.93488 -0.12853],1.5840415641453467,"{'μS_ratio': 0.5343644520316112, 'μJ_ratio': 0.87489131665735, 'νS_ratio': 0.8062017356260734, 'νJ_ratio': 0.8909145439362063, 'μH_ratio': 1.2350679540531084, 'bmax_ratio': 0.7982402648926292}"
0.11664,[ 2.07979 -0.93643 -0.13057],1.577718243212356,"{'μS_ratio': 0.6075594783234439, 'μJ_ratio': 0.6632210520845656, 'νS_ratio': 0.8975385856817416, 'νJ_ratio': 0.537765511860594, 'μH_ratio': 0.7004556729330627, 'bmax_ratio': 0.8072183262561096}"
0.11685,[ 2.09563 -0.97851 -0.12654],1.591313704431964,"{'μS_ratio': 1.6565604594461867, 'μJ_ratio': 1.285392437653643, 'νS_ratio': 0.9108010319888157, 'νJ_ratio': 0.5407637968369563, 'μH_ratio': 0.7653956304715446, 'bmax_ratio': 0.7694338254072204}"
0.11684,[ 2.08014 -0.93556 -0.12639],1.5866292102513992,"{'μS_ratio': 0.5744526492169645, 'μJ_ratio': 1.061600245032472, 'νS_ratio': 0.634371324843862, 'νJ_ratio': 0.5328159190748682, 'μH_ratio': 1.6383253671798492, 'bmax_ratio': 0.9383302192583317}"
0.11663,[ 2.08051 -0.94064 -0.13345],1.580116864900896,"{'μS_ratio': 0.7910098149104813, 'μJ_ratio': 0.629517992355445, 'νS_ratio': 0.7607506739286696, 'νJ_ratio': 0.6045272442493161, 'μH_ratio': 1.1931551799618303, 'bmax_ratio': 1.3602925924501297}"
0.11657,[ 2.07978 -0.93635 -0.13051],1.582308991043071,"{'μS_ratio': 0.5161326551506997, 'μJ_ratio': 0.8540625989360227, 'νS_ratio': 0.5687963427062583, 'νJ_ratio': 0.8215897030896647, 'μH_ratio': 0.9130096271608239, 'bmax_ratio': 1.1902390070236526}"
0.11692,[ 2.10302 -1.00092 -0.12058],1.5996576514785619,"{'μS_ratio': 1.7822199264199878, 'μJ_ratio': 1.6018229120568628, 'νS_ratio': 1.8236259236227363, 'νJ_ratio': 1.186322589237452, 'μH_ratio': 1.8746807083514363, 'bmax_ratio': 0.8026526570271305}"
0.11716,[ 2.07869 -0.93092 -0.12825],1.5953153590947642,"{'μS_ratio': 0.8311630641893457, 'μJ_ratio': 1.302653775323693, 'νS_ratio': 0.8457037581666733, 'νJ_ratio': 0.9607389171603667, 'μH_ratio': 1.9122329465835581, 'bmax_ratio': 0.8328038694788071}"
0.11679,[ 2.07164 -0.91719 -0.1384 ],1.58700701551149,"{'μS_ratio': 0.7871151036405959, 'μJ_ratio': 0.8319838500901612, 'νS_ratio': 1.2767852539274798, 'νJ_ratio': 1.5516424468894119, 'μH_ratio': 1.0430450763480823, 'bmax_ratio': 0.883726227422065}"
0.11687,[ 2.09271 -0.97261 -0.1255 ],1.592850869644154,"{'μS_ratio': 1.0777880721189859, 'μJ_ratio': 1.4507098838128076, 'νS_ratio': 0.6199337076350947, 'νJ_ratio': 0.5937363635975506, 'μH_ratio': 1.0002987795805316, 'bmax_ratio': 1.0903835315310006}"
0.11641,[ 2.08315 -0.95122 -0.13501],1.5865546070463947,"{'μS_ratio': 0.8006210380506685, 'μJ_ratio': 0.7655487276459088, 'νS_ratio': 0.8469548838549045, 'νJ_ratio': 1.5472418477236975, 'μH_ratio': 1.2385916195995712, 'bmax_ratio': 1.3703728038011733}"
0.11683,[ 2.20698 -0.94856 -0.14049],1.5991553090144117,"{'μS_ratio': 1.9972380929636524, 'μJ_ratio': 1.2075129226468457, 'νS_ratio': 1.7666046160969333, 'νJ_ratio': 1.6316206349127982, 'μH_ratio': 1.3693022155252406, 'bmax_ratio': 1.3906575909540368}"
0.11708,[ 2.07733 -0.92641 -0.12957],1.5926689779078145,"{'μS_ratio': 0.73214317647027, 'μJ_ratio': 1.2053418632774555, 'νS_ratio': 0.9689709036075725, 'νJ_ratio': 0.9911947846042548, 'μH_ratio': 1.3662951230272558, 'bmax_ratio': 1.404568916659603}"
0.11687,[ 2.09947 -0.99253 -0.12292],1.5939343793079643,"{'μS_ratio': 1.4952345916700742, 'μJ_ratio': 1.6035778124761229, 'νS_ratio': 0.9323932505669953, 'νJ_ratio': 0.5668111636442092, 'μH_ratio': 1.0793717866099324, 'bmax_ratio': 0.9275449777410206}"
0.11673,[ 2.07972 -0.935   -0.12845],1.5844433283445913,"{'μS_ratio': 0.5558590169135091, 'μJ_ratio': 0.9843228535179003, 'νS_ratio': 0.5555197807789066, 'νJ_ratio': 0.5822053884040513, 'μH_ratio': 1.0050718261933502, 'bmax_ratio': 1.2512752884900245}"
0.11673,[ 2.07663 -0.92991 -0.14015],1.5927667296611954,"{'μS_ratio': 1.407490570729245, 'μJ_ratio': 0.858534889789875, 'νS_ratio': 1.562760413453107, 'νJ_ratio': 1.9287473098505505, 'μH_ratio': 0.571194536902662, 'bmax_ratio': 0.9574774436438841}"
0.11681,[ 2.24548 -0.94796 -0.14271],1.5978980188560115,"{'μS_ratio': 1.5879484489197881, 'μJ_ratio': 1.3411301120667212, 'νS_ratio': 1.9107197912702518, 'νJ_ratio': 1.8756748085948498, 'μH_ratio': 0.6792143683795948, 'bmax_ratio': 0.8911906553028608}"
0.11686,[ 2.09166 -0.9659  -0.12624],1.5964184302894826,"{'μS_ratio': 1.4128810103537925, 'μJ_ratio': 1.2615118322952434, 'νS_ratio': 1.8213838093271568, 'νJ_ratio': 1.3495849135904947, 'μH_ratio': 0.7168496493124841, 'bmax_ratio': 0.8646667484241998}"
0.11688,[ 2.08018 -0.93945 -0.13335],1.5952763381260004,"{'μS_ratio': 1.2446556481603988, 'μJ_ratio': 1.0224016099573827, 'νS_ratio': 1.149802517117768, 'νJ_ratio': 1.2919020370352334, 'μH_ratio': 1.4749101548619004, 'bmax_ratio': 1.3253803416568442}"
0.11676,[ 2.07989 -0.9375  -0.13175],1.5828541632633228,"{'μS_ratio': 0.9721778631881991, 'μJ_ratio': 0.7214920348001149, 'νS_ratio': 1.3328204165220356, 'νJ_ratio': 0.6884016738267844, 'μH_ratio': 1.1737050898876586, 'bmax_ratio': 1.4625285445781}"
0.11673,[ 2.07806 -0.93429 -0.13802],1.5834827790435912,"{'μS_ratio': 1.4299475573480818, 'μJ_ratio': 0.7353028344373801, 'νS_ratio': 1.917025108386587, 'νJ_ratio': 1.0708788923240586, 'μH_ratio': 0.7906962380826275, 'bmax_ratio': 0.9950402182460863}"
0.11685,[ 2.08042 -0.93708 -0.12708],1.5870775654296096,"{'μS_ratio': 0.6738970287077407, 'μJ_ratio': 0.9922888985778048, 'νS_ratio': 0.8783523421187123, 'νJ_ratio': 0.5764416606063306, 'μH_ratio': 1.4692599042649386, 'bmax_ratio': 1.1017816012816803}"
0.11641,[ 2.08378 -0.95212 -0.13243],1.5802025689588615,"{'μS_ratio': 0.7911177701458008, 'μJ_ratio': 0.6805711609359258, 'νS_ratio': 0.8959630627935984, 'νJ_ratio': 1.5236335126876688, 'μH_ratio': 0.6850715344378829, 'bmax_ratio': 1.1700171242528836}"
0.1166,[ 2.08007 -0.93843 -0.13233],1.584900703954986,"{'μS_ratio': 0.6476317112288709, 'μJ_ratio': 0.8138468229675431, 'νS_ratio': 0.8244601748269759, 'νJ_ratio': 1.035892597226674, 'μH_ratio': 0.5549882214209879, 'bmax_ratio': 0.7826576746717773}"
0.11691,[ 1.94075 -0.93216 -0.12507],1.5741179319311047,"{'μS_ratio': 0.7415386520182718, 'μJ_ratio': 0.5472887016575946, 'νS_ratio': 0.7668670208209635, 'νJ_ratio': 0.6727209885042015, 'μH_ratio': 0.5810967841257675, 'bmax_ratio': 1.1367423405555184}"
0.11692,[ 2.1033  -1.00412 -0.12147],1.5977119121262855,"{'μS_ratio': 1.2431894031706088, 'μJ_ratio': 1.8041921977725903, 'νS_ratio': 0.9809127723083142, 'νJ_ratio': 0.9980275612410505, 'μH_ratio': 1.9195898752441882, 'bmax_ratio': 0.8978177013491625}"
0.11679,[ 2.08001 -0.93796 -0.13185],1.590647215914601,"{'μS_ratio': 0.6652602487421782, 'μJ_ratio': 1.1262213418230531, 'νS_ratio': 0.7253565486167259, 'νJ_ratio': 1.1051926984023095, 'μH_ratio': 0.863702926089017, 'bmax_ratio': 1.373882795290748}"
0.11682,[ 2.08008 -0.93999 -0.13508],1.5905804931201941,"{'μS_ratio': 1.6307589902799293, 'μJ_ratio': 0.8983651965168332, 'νS_ratio': 1.5946021710304397, 'νJ_ratio': 1.1291296696471798, 'μH_ratio': 0.6472827965414305, 'bmax_ratio': 1.409788314565303}"
0.11688,[ 2.09125 -0.96384 -0.12846],1.595346865082547,"{'μS_ratio': 1.3086114254641983, 'μJ_ratio': 1.205532343739811, 'νS_ratio': 0.6866232902780467, 'νJ_ratio': 0.913734771753716, 'μH_ratio': 1.559875568181884, 'bmax_ratio': 0.9208936756747883}"
0.11673,[ 2.07968 -0.93473 -0.12816],1.5872500462796928,"{'μS_ratio': 0.5625655159858838, 'μJ_ratio': 0.961731594403932, 'νS_ratio': 0.5842495677913069, 'νJ_ratio': 0.8011968734032222, 'μH_ratio': 1.7736996236199065, 'bmax_ratio': 1.402050365986387}"
0.11692,[ 2.10355 -1.00347 -0.12072],1.5975471511810344,"{'μS_ratio': 1.177860850471398, 'μJ_ratio': 1.8197035022368473, 'νS_ratio': 1.1729522566913124, 'νJ_ratio': 1.0194042100216447, 'μH_ratio': 1.8977474857079966, 'bmax_ratio': 1.299711982834057}"
