αs,params,chi2/dof,ratios_list
0.11747,[ 3.65559 -0.95058 -0.08232],1.4894918678250566,"{'μS_ratio': 1.6364494086221142, 'μJ_ratio': 1.4732797423019468, 'νS_ratio': 1.6897945651532307, 'νJ_ratio': 1.252924657778156, 'μH_ratio': 0.7821815054256603, 'bmax_ratio': 0.7769144216617331}"
0.11754,[ 3.66601 -0.96302 -0.08187],1.4769086262840092,"{'μS_ratio': 1.9077104993060203, 'μJ_ratio': 1.9205473760524168, 'νS_ratio': 1.3572933041824762, 'νJ_ratio': 0.7771563120377462, 'μH_ratio': 1.6091193937462365, 'bmax_ratio': 1.023010079785279}"
0.11821,[ 3.68143 -0.70548 -0.17318],1.5670243202009515,"{'μS_ratio': 0.9987326853359526, 'μJ_ratio': 1.7891407960423313, 'νS_ratio': 1.9909703623043882, 'νJ_ratio': 1.7969665061555071, 'μH_ratio': 1.2391670742241807, 'bmax_ratio': 1.3504691183246025}"
0.11774,[ 3.50344 -0.58403 -0.2345 ],1.6269032372531431,"{'μS_ratio': 0.8375537462282675, 'μJ_ratio': 1.4812408815059124, 'νS_ratio': 0.955818657271068, 'νJ_ratio': 0.5722543996805964, 'μH_ratio': 1.926566112334918, 'bmax_ratio': 1.172160699575986}"
0.11841,[ 3.48812 -0.51398 -0.21792],1.57142951155894,"{'μS_ratio': 0.8888169339407027, 'μJ_ratio': 0.6957228206748319, 'νS_ratio': 1.2060930259273783, 'νJ_ratio': 1.6599452573148294, 'μH_ratio': 0.6152511771684493, 'bmax_ratio': 0.9962293716014702}"
0.1203,[ 3.51684 -0.6108  -0.14416],1.5889136986853671,"{'μS_ratio': 1.1269038329670846, 'μJ_ratio': 1.6846771298928693, 'νS_ratio': 1.952420994466904, 'νJ_ratio': 1.996356238332873, 'μH_ratio': 1.4621026881675794, 'bmax_ratio': 1.3942576849482964}"
0.11806,[ 3.46421 -0.43897 -0.27175],1.6333556476672786,"{'μS_ratio': 0.7883168437479617, 'μJ_ratio': 0.5390622080096412, 'νS_ratio': 0.7638351224809573, 'νJ_ratio': 0.5242625397314503, 'μH_ratio': 1.0605181444510983, 'bmax_ratio': 1.0537050768596066}"
0.11689,[ 4.27284 -1.04234 -0.07716],1.4788066847010637,"{'μS_ratio': 1.9056516512732857, 'μJ_ratio': 1.4571323360088355, 'νS_ratio': 1.1165918567243653, 'νJ_ratio': 1.617919746511617, 'μH_ratio': 1.8709751553792149, 'bmax_ratio': 1.209089783844553}"
0.1181,[ 3.28117 -0.16163 -0.36606],1.7897918160067932,"{'μS_ratio': 0.6066556835355178, 'μJ_ratio': 0.8820565351772471, 'νS_ratio': 0.5554482453497498, 'νJ_ratio': 0.502653731862721, 'μH_ratio': 0.5349678266112808, 'bmax_ratio': 0.6688813173127977}"
0.11871,[ 3.42996 -0.30744 -0.27869],1.6973485313494847,"{'μS_ratio': 0.7261028746249389, 'μJ_ratio': 1.3401984838877463, 'νS_ratio': 0.787535912488417, 'νJ_ratio': 1.4046381686780802, 'μH_ratio': 0.7946999222989242, 'bmax_ratio': 1.4606912072023914}"
0.11843,[ 3.43416 -0.34396 -0.28186],1.6822356555187028,"{'μS_ratio': 0.7350449225794675, 'μJ_ratio': 1.0282570582324695, 'νS_ratio': 1.3945896336254937, 'νJ_ratio': 1.600159367418617, 'μH_ratio': 1.614174691802704, 'bmax_ratio': 1.1496109290861576}"
0.11802,[ 3.39918 -0.30867 -0.32373],1.7408953699161924,"{'μS_ratio': 0.660576562233306, 'μJ_ratio': 1.2252922287345487, 'νS_ratio': 0.7035196321484143, 'νJ_ratio': 0.5468026957343881, 'μH_ratio': 1.792500618079755, 'bmax_ratio': 1.4166786242596552}"
0.11744,[ 3.53064 -0.66995 -0.1764 ],1.6029737556962682,"{'μS_ratio': 0.8987713937474815, 'μJ_ratio': 1.0070247432300072, 'νS_ratio': 0.9526757959269828, 'νJ_ratio': 1.7701437019488384, 'μH_ratio': 0.9800035660734886, 'bmax_ratio': 0.7211574288401544}"
0.11753,[ 3.21921 -0.12723 -0.4067 ],1.872132658487608,"{'μS_ratio': 0.5432091993124849, 'μJ_ratio': 0.8964253840824485, 'νS_ratio': 0.734329510869873, 'νJ_ratio': 0.5230308327488001, 'μH_ratio': 0.7786313119548035, 'bmax_ratio': 1.0513366585240669}"
0.11768,[ 3.60458 -0.88349 -0.09896],1.4966804096316315,"{'μS_ratio': 1.503221028614306, 'μJ_ratio': 1.2775842469325926, 'νS_ratio': 1.4419092603588477, 'νJ_ratio': 0.9681132825867882, 'μH_ratio': 1.8099647609290632, 'bmax_ratio': 0.9561188626541577}"
0.11722,[ 3.6772 -0.9852 -0.0677],1.4861671070874947,"{'μS_ratio': 1.5816874284333236, 'μJ_ratio': 0.8674578949705223, 'νS_ratio': 1.0681661079364435, 'νJ_ratio': 1.3317955477012053, 'μH_ratio': 0.7922093809601756, 'bmax_ratio': 0.7888114444235852}"
0.11814,[ 3.47833 -0.47899 -0.25164],1.6452007239164312,"{'μS_ratio': 0.7931198718074243, 'μJ_ratio': 1.194039810833314, 'νS_ratio': 1.35018088683929, 'νJ_ratio': 1.127894692926776, 'μH_ratio': 0.8774434551051409, 'bmax_ratio': 0.8462430653878846}"
0.11784,[ 3.47105 -0.4765  -0.27046],1.650580771172523,"{'μS_ratio': 0.7832976176661041, 'μJ_ratio': 0.8024968831725906, 'νS_ratio': 1.1402738962886707, 'νJ_ratio': 0.6188612584616988, 'μH_ratio': 1.3948140056912823, 'bmax_ratio': 0.682348403381508}"
0.11838,[ 3.21616 -0.07598 -0.37884],1.7910617920798195,"{'μS_ratio': 0.6002819844079117, 'μJ_ratio': 0.7835851480617037, 'νS_ratio': 0.5996102053113864, 'νJ_ratio': 0.6726717476248141, 'μH_ratio': 0.7028707074808577, 'bmax_ratio': 0.8053690572048205}"
0.11746,[ 3.66776 -0.96367 -0.07838],1.4890980767032869,"{'μS_ratio': 1.6378224955559686, 'μJ_ratio': 1.4932434244582349, 'νS_ratio': 1.1234517157815944, 'νJ_ratio': 0.8821217707358568, 'μH_ratio': 1.3741694288307613, 'bmax_ratio': 1.38470535839417}"
0.11909,[ 3.52215 -0.63041 -0.16803],1.566497094466887,"{'μS_ratio': 1.075695210410738, 'μJ_ratio': 1.1870476941840844, 'νS_ratio': 0.6977424216839491, 'νJ_ratio': 0.7625066759594327, 'μH_ratio': 1.9180926900135016, 'bmax_ratio': 0.7620928921266023}"
0.11781,[ 3.45582 -0.4154  -0.29621],1.6927626836597356,"{'μS_ratio': 0.719680429081331, 'μJ_ratio': 0.9444293737901436, 'νS_ratio': 1.3698574304494178, 'νJ_ratio': 0.7968768614905042, 'μH_ratio': 1.1904331323343054, 'bmax_ratio': 1.1326808481671637}"
0.11804,[ 3.02489  0.05888 -0.44009],1.8926258897164037,"{'μS_ratio': 0.522408585279616, 'μJ_ratio': 0.5618634856652986, 'νS_ratio': 0.5451889824517236, 'νJ_ratio': 0.5248991007336672, 'μH_ratio': 0.727448484244142, 'bmax_ratio': 0.8034132471298695}"
0.11838,[ 3.46332 -0.41927 -0.25852],1.6235040031253265,"{'μS_ratio': 0.8005157243782923, 'μJ_ratio': 0.7262674977773507, 'νS_ratio': 0.8264425012396321, 'νJ_ratio': 0.8818071257561902, 'μH_ratio': 1.188694899442405, 'bmax_ratio': 0.6861241442674465}"
0.1168,[ 3.83556 -1.11882 -0.03418],1.4911121076202527,"{'μS_ratio': 1.7849535808081967, 'μJ_ratio': 1.296521316750775, 'νS_ratio': 1.2337099513171355, 'νJ_ratio': 1.9132937897130196, 'μH_ratio': 0.6762476567580922, 'bmax_ratio': 1.2134564607957565}"
0.11778,[ 3.59193 -0.8549  -0.10887],1.530631287017513,"{'μS_ratio': 1.1992533580999643, 'μJ_ratio': 1.346598603192113, 'νS_ratio': 1.3825822153531777, 'νJ_ratio': 1.5437574557319165, 'μH_ratio': 1.0438150843509661, 'bmax_ratio': 1.2622900638501489}"
0.11776,[ 3.56721 -0.80401 -0.12857],1.5126172581519381,"{'μS_ratio': 1.2273529413406528, 'μJ_ratio': 0.8274290799568773, 'νS_ratio': 0.6757769129304677, 'νJ_ratio': 0.5925635816344053, 'μH_ratio': 0.5892303555098379, 'bmax_ratio': 0.8842752685283544}"
0.11842,[ 3.44964 -0.37693 -0.27477],1.6272672163173445,"{'μS_ratio': 0.7770101878244241, 'μJ_ratio': 0.6386763580258951, 'νS_ratio': 0.8556732775042265, 'νJ_ratio': 0.9135289281381603, 'μH_ratio': 0.7220646126830066, 'bmax_ratio': 1.4011892075276444}"
0.11832,[ 3.27223 -0.14094 -0.36531],1.7563758701267609,"{'μS_ratio': 0.621660448753846, 'μJ_ratio': 0.5807034525771659, 'νS_ratio': 0.5751902969549612, 'νJ_ratio': 0.5492067744933223, 'μH_ratio': 0.7146143337275349, 'bmax_ratio': 1.346141520486744}"
0.11752,[ 3.63221 -0.92729 -0.08014],1.4721985502801735,"{'μS_ratio': 1.987349758185064, 'μJ_ratio': 1.083715879076603, 'νS_ratio': 1.4622853840763694, 'νJ_ratio': 0.8769558422899191, 'μH_ratio': 1.7317781484170998, 'bmax_ratio': 0.8879024719178437}"
0.11783,[ 3.57476 -0.81806 -0.11679],1.533729287201193,"{'μS_ratio': 1.168897562150892, 'μJ_ratio': 1.145732884259779, 'νS_ratio': 1.535015862811319, 'νJ_ratio': 1.8231969696046684, 'μH_ratio': 0.6732127692306991, 'bmax_ratio': 1.08641834560002}"
0.11965,[ 3.21349  0.02875 -0.36678],1.6850159574751973,"{'μS_ratio': 0.6513305941879247, 'μJ_ratio': 0.5723016368432075, 'νS_ratio': 0.843245719155335, 'νJ_ratio': 1.6131829502718522, 'μH_ratio': 0.587549704172212, 'bmax_ratio': 1.3719997068026264}"
0.118,[ 3.52093 -0.64429 -0.1885 ],1.5367512602960218,"{'μS_ratio': 1.0645734679475127, 'μJ_ratio': 0.6813468589404919, 'νS_ratio': 1.889429883671103, 'νJ_ratio': 1.2411584736434542, 'μH_ratio': 0.7101215256117199, 'bmax_ratio': 0.7186746831121681}"
0.11889,[ 3.05452  0.09913 -0.42022],1.81063017905499,"{'μS_ratio': 0.5654812286043411, 'μJ_ratio': 0.6267403914309053, 'νS_ratio': 1.0556061303340503, 'νJ_ratio': 1.371341878703627, 'μH_ratio': 0.5629563186697987, 'bmax_ratio': 1.3497000271280895}"
0.11797,[ 3.54139 -0.71069 -0.15756],1.530456811175314,"{'μS_ratio': 1.0752925815146779, 'μJ_ratio': 0.7076985248338212, 'νS_ratio': 0.8002960744199223, 'νJ_ratio': 0.8497671609095918, 'μH_ratio': 0.6394537515221791, 'bmax_ratio': 1.4209919546056768}"
0.11774,[ 3.56469 -0.80051 -0.13081],1.5008355083198452,"{'μS_ratio': 1.2973525982443752, 'μJ_ratio': 0.666623332082271, 'νS_ratio': 0.7140039433237306, 'νJ_ratio': 0.5184581680076931, 'μH_ratio': 0.5855370736456241, 'bmax_ratio': 0.8608093221337272}"
